Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)	ionVx_gsm_avg(km/s)	ionVx_gsm_med(km/s)	ionVx_gsm_std(km/s)	ionVx_gsm_rms(km/s)	ionDen_avg(1/cc)	ionDen_med(1/cc)	ionDen_std(1/cc)
2018-03-30 14:10:00	2018-03-30 14:20:00	23.72980874161724	4.008506083503994	-23.38849189023324	0.1062936568644149	10.976	-5.253	1.008	5.222	-409.0926675796509	-409.72535705566406	2.801259244494707	409.10225826899267	5.9088326	5.917487	0.2683362
2018-03-30 14:55:00	2018-03-30 15:05:00	23.93968360456237	4.247743616297334	-23.55451464934309	-0.4961518744342268	28.082	-4.862	2.537	4.758	-409.0926675796509	-409.72535705566406	2.801259244494707	409.10225826899267	5.9088326	5.917487	0.2683362
2018-03-31 18:45:00	2018-03-31 18:55:00	19.778782210229128	9.548974373681542	-17.170654646882323	-2.276760521195371	39.516	-3.108	1.648	2.012	-398.3206586695429	-399.04969787597656	6.015936768878128	398.3660861797169	6.195964	6.2147846	0.5633586
2018-03-31 19:55:00	2018-03-31 20:05:00	19.025733864769744	9.529219743760086	-16.23399795024666	-2.761948442087134	11.068	-3.82	0.842	4.183	-407.61371973941203	-412.0169372558594	10.007812734238223	407.7365581297849	7.443544	7.4228306	0.9054269
2018-03-31 20:25:00	2018-03-31 20:35:00	18.683266101165035	9.509926110941873	-15.819919996916305	-2.8904482774861457	44.545	-3.807	3.09	3.13	-401.5231359955063	-404.2513122558594	11.131449927704047	401.6774052858324	7.937332	7.968973	1.1007144
2018-04-01 21:20:00	2018-04-01 21:30:00	17.283045313550684	-1.1911926684299736	-16.5566061018963	-4.812750307343545	31.977	-4.037	1.227	1.822	-265.7150445235403	-267.42828369140625	15.193288345408437	266.14905766674	15.077944	14.927911	1.7378838
2018-04-03 19:35:00	2018-04-03 19:45:00	15.769479172547063	8.538788950476558	-13.1107837230048	-1.967587247240561	39.338	-2.433	1.74	2.125	-119.63171937411889	-118.06318664550781	14.713187229683289	120.53309155109085	16.83015	16.726973	1.4974102
2018-04-03 20:35:00	2018-04-03 20:45:00	14.82686445354716	8.387729016797822	-12.04504843331742	-2.097023728239666	40.656	-2.628	1.545	1.792	-110.38885842230087	-111.25617218017578	9.700181859343706	110.8142300965139	18.893318	18.799662	1.2059433
2018-04-03 21:45:00	2018-04-03 21:55:00	13.630547557331298	8.14737857016568	-10.739144004861226	-2.020311314823603	30.266	-2.5	1.265	2.188	-104.66339944529449	-104.63434219360352	13.623411158393079	105.54631454975535	19.578915	18.666801	4.869701
2018-04-04 01:45:00	2018-04-04 01:55:00	8.441105405237108	6.4630626046617765	-5.406021193379947	-0.5024898822566429	19.66	-3.113	0.645	1.632	1.7594671128125972	1.3516711592674255	9.57659094193593	9.73687930449168	0.8860854	0.86580867	0.08466544
2018-04-04 16:25:00	2018-04-04 16:35:00	16.9363741850531	-2.115834495248352	-16.710174616206434	-1.7694835164913616	23.107	-0.258	1.368	3.2	-216.0076402936663	-215.67726135253906	4.488773390245581	216.0542750139115	44.086327	43.680714	2.6701205
2018-04-06 14:15:00	2018-04-06 14:25:00	16.57679167465122	7.968036919872193	-14.510267046072071	0.8665173418688652	44.902	-3.567	1.795	1.812	-330.777716565488	-330.4961853027344	14.663772090291614	331.1025883139459	5.830281	5.626751	1.3888357
2018-04-07 10:20:00	2018-04-07 10:30:00	15.508364678827157	-3.2363095811238214	-15.151553635361855	0.681995865547817	35.502	-2.06	1.258	1.717	25.618334892324935	20.180761337280273	40.22223341699068	47.6878091728504	3.3993323	3.4239707	0.45041597
2018-04-07 10:50:00	2018-04-07 11:00:00	15.964017770639918	-3.117246999691412	-15.638503149651411	0.7543239685332651	27.512	-1.938	0.983	1.875	-51.764793661752144	-42.010467529296875	65.66569474880019	83.61565242038347	4.063451	3.4700534	1.9923767
2018-04-07 17:35:00	2018-04-07 17:45:00	20.74358207088851	-1.2924090147201548	-20.50436421768784	-2.8623215879080046	35.311	-1.183	1.888	2.628	-274.47184902564027	-268.6043701171875	41.47577794431876	277.58788889942645	23.956913	24.543915	12.819091
2018-04-09 01:25:00	2018-04-09 01:35:00	21.98096489469909	6.6209478336330845	-20.565338629454907	-4.048528959184233	29.175	3.373	1.013	1.807	-348.28745167290987	-348.22796630859375	1.8403237960214673	348.2923137028489	9.370336	9.313869	0.36723933
2018-04-12 12:20:00	2018-04-12 12:30:00	8.862568656500164	5.83325541860749	-6.6155119489237455	0.8662551307924544	23.088	3.543	1.053	2.457	1.0713521588680357	-0.7627227902412415	9.039347811578029	9.10261524546609	0.74721295	0.7442167	0.033137534
2018-04-26 10:25:00	2018-04-26 10:35:00	13.659070944958346	3.8566017558828025	-12.981704599899812	1.780727567049879	39.433	-3.112	3.063	3.718	-166.5167104391227	-166.30323791503906	8.180877928242783	166.7175504232936	33.619923	33.421486	2.6413896
2018-04-26 14:35:00	2018-04-26 14:45:00	8.211388574510812	4.187324829449191	-7.0514072300965625	0.4088420559855281	21.644	-3.635	1.022	2.573	-89.1888402206075	-120.17711639404297	64.58106566584996	110.11522720511401	45.55773	58.834824	28.364016
2018-04-27 04:35:00	2018-04-27 04:45:00	16.50707646075462	-7.8274698852001565	-14.529658399598516	-0.3173662885138016	17.281	-1.518	0.913	2.94	16.266460476961353	16.50146484375	27.736301525104402	32.15431788640608	0.6263648	0.6255075	0.027531734
2018-04-27 05:10:00	2018-04-27 05:20:00	16.994559298667443	-7.845507693281238	-15.075081440158316	0.0480338482572818	19.052	-1.552	0.947	2.728	7.525477096660813	5.581139087677002	18.31606047857648	19.801789742021747	0.6163654	0.61604345	0.03268149
2018-04-27 06:20:00	2018-04-27 06:30:00	17.91007990022963	-7.851026679423892	-16.076126476752375	0.8294299195614988	40.836	-0.94	2.155	2.495	28.447774827480316	8.264017105102539	47.053094529460324	54.98426681727557	1.1463852	1.0710162	0.23104186
2018-04-27 08:55:00	2018-04-27 09:05:00	19.68513616107952	-7.742941208249126	-17.938821395314193	2.397689362775332	39.651	-3.068	2.405	2.91	-24.208988328700634	-28.697397232055664	32.96625120635067	40.90047474662587	1.6441816	1.6037672	0.23362537
2018-04-27 09:25:00	2018-04-27 09:35:00	19.992317611575203	-7.705872051069675	-18.26135941951389	2.6142139632951134	37.274	-3.448	2.117	2.783	-255.35546009576143	-255.9849395751953	20.153019499785806	256.1494782264386	8.628534	8.326537	2.7143126
2018-04-27 10:05:00	2018-04-27 10:15:00	20.384891963507688	-7.649347693514829	-18.68137937980792	2.8349116726568013	43.967	-3.23	1.967	2.057	-234.1539432841136	-232.16656494140625	18.300259905786643	234.86798135999558	13.149636	12.958381	4.9144464
2018-04-27 18:20:00	2018-04-27 18:30:00	23.84415322247865	-6.435656343863855	-22.867047853684184	-2.0541059810365176	30.3	-3.268	0.52	0.875	-313.1197937700085	-319.2221374511719	36.271561184418104	315.21362819733486	27.101486	22.869228	13.150167
2018-04-28 21:15:00	2018-04-28 21:25:00	20.50692575084905	0.8057094117609674	-20.155639681820222	-3.692431476150933	23.759	-2.582	1.142	2.397	-234.05792970585645	-233.59242248535156	18.49085420827797	234.78719332098038	17.146122	17.246641	1.8679142
2018-04-29 02:10:00	2018-04-29 02:20:00	17.169142864839404	2.2784635253450016	-16.882336973629105	-2.13833801387318	41.043	-3.345	0.902	1.043	-206.20019098538071	-203.40953826904297	15.49920395548079	206.78187562177945	19.69689	20.143625	2.4236493
2018-04-29 02:55:00	2018-04-29 03:05:00	16.548470622331905	2.491606541653048	-16.279891122562137	-1.614410386900209	15.967	-3.153	0.48	1.688	-191.97175552595908	-190.46410369873047	14.017629884450018	192.48285343712053	16.982342	17.09756	1.6476231
2018-04-30 00:20:00	2018-04-30 00:30:00	16.68787372181168	-8.498263415843601	-14.2038799060998	-2.124463254143776	17.235	-3.605	1.38	4.467	10.052374626908984	12.563177108764648	15.720066341988694	18.659333359909976	0.77091557	0.76978874	0.025115812
2018-04-30 00:50:00	2018-04-30 01:00:00	17.10047864815363	-8.531584055454069	-14.67915187915289	-2.0395238133541773	34.72	-1.782	2.795	4.032	37.17096616630268	35.5521354675293	18.378114259771067	41.466080228080614	1.4726115	1.4525324	0.22005768
2018-05-01 10:15:00	2018-05-01 10:25:00	23.389861334477857	-2.256383880016944	-22.969545062756136	3.793922173895076	36.381	-2.597	2.27	3.187	-287.033750711665	-285.995361328125	16.326582969742088	287.49770670228673	14.654684	14.399126	1.4944307
2018-05-01 12:20:00	2018-05-01 12:30:00	22.636527275273675	-1.5946186794161974	-22.314741644217904	3.4526485864382432	32.237	-3.318	1.76	2.785	-287.033750711665	-285.995361328125	16.326582969742088	287.49770670228673	14.654684	14.399126	1.4944307
2018-05-01 12:50:00	2018-05-01 13:00:00	22.43362099851545	-1.433594084459876	-22.157298628260623	3.203854238197637	32.361	-3.348	1.732	2.727	-287.033750711665	-285.995361328125	16.326582969742088	287.49770670228673	14.654684	14.399126	1.4944307
2018-05-01 13:20:00	2018-05-01 13:30:00	22.221869092023297	-1.2718083335949502	-21.99546445923316	2.896776540148812	24.395	-3.697	1.05	2.308	-287.033750711665	-285.995361328125	16.326582969742088	287.49770670228673	14.654684	14.399126	1.4944307
2018-05-01 15:35:00	2018-05-01 15:45:00	21.15497736238505	-0.5357308752531552	-21.12583781928643	0.9696894356722382	43.164	-3.258	1.627	1.697	-243.05049913449395	-242.7883758544922	6.8722254827662645	243.147635424679	13.04857	13.029558	0.76381814
2018-05-01 16:05:00	2018-05-01 16:15:00	20.89140772794888	-0.3707214340942524	-20.88262855462005	0.4736377475738454	14.447	-1.085	0.93	3.723	-249.93753487723214	-251.93331909179688	10.161063787174273	250.14399564609712	14.217662	14.491492	1.2979966
2018-05-01 19:35:00	2018-05-01 19:45:00	18.74784692467789	0.7899309292350006	-18.57042966550509	-2.448362267376309	35.71	-2.802	2.082	2.888	-226.03209737906778	-226.82156372070312	17.902872308403403	226.73998739188326	12.275871	12.17469	1.8601534
