Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2016-09-25/19:55:00	2016-09-25/20:05:00	149.059	-5.228	3.312	-5.403
2016-09-26/04:40:00	2016-09-26/04:50:00	167.305	-5.512	1.018	-4.738
2016-09-27/00:20:00	2016-09-27/00:30:00	150.655	-1.823	3.777	-6.807
2016-09-27/11:40:00	2016-09-27/11:50:00	193.035	-5.27	-1.12	-5.072
2016-09-27/14:45:00	2016-09-27/14:55:00	174.601	-2.938	0.562	-5.792
2016-10-03/15:55:00	2016-10-03/16:05:00	156.213	-2.482	1.468	-3.345
2016-10-04/01:20:00	2016-10-04/01:30:00	166.241	0.937	1.342	-5.487
2016-10-04/01:55:00	2016-10-04/02:05:00	153.692	3.133	2.048	-4.032
2016-10-04/03:05:00	2016-10-04/03:15:00	165.554	0.203	1.225	-4.77
2016-10-04/18:30:00	2016-10-04/18:40:00	145.195	-4.335	2.707	-3.818
2016-10-05/03:35:00	2016-10-05/03:45:00	139.448	-2.143	2.068	-2.487
2016-10-05/12:25:00	2016-10-05/12:35:00	222.511	-2.687	-1.812	-1.978
2016-10-05/13:00:00	2016-10-05/13:10:00	164.338	-2.757	0.748	-2.482
2016-10-07/14:50:00	2016-10-07/15:00:00	196.26	-3.812	-0.927	-3.115
2016-10-08/17:05:00	2016-10-08/17:15:00	136.067	-2.942	1.73	-1.895
2016-10-08/18:05:00	2016-10-08/18:15:00	215.93	-2.512	-1.723	-2.09
2016-10-08/20:40:00	2016-10-08/20:50:00	137.279	-3.763	1.188	-1.295
2016-10-08/21:10:00	2016-10-08/21:20:00	145.949	-3.942	1.017	-1.49
2016-10-08/22:55:00	2016-10-08/23:05:00	172.286	-2.883	0.38	-3.015
2016-10-08/23:45:00	2016-10-08/23:55:00	169.18	-1.593	0.613	-3.282
2016-10-09/09:45:00	2016-10-09/09:55:00	165.598	-2.113	0.985	-3.91
2016-10-09/10:25:00	2016-10-09/10:35:00	135.277	-2.82	2.762	-2.818
2016-10-09/10:55:00	2016-10-09/11:05:00	149.227	-3.128	1.847	-3.122
2016-10-09/13:15:00	2016-10-09/13:25:00	141.965	-3.823	2.173	-2.657
2016-10-10/16:20:00	2016-10-10/16:30:00	224.815	1.633	-3.587	-3.593
2016-10-12/21:40:00	2016-10-12/21:50:00	211.661	3.113	-0.373	-0.607
2016-10-23/23:30:00	2016-10-23/23:40:00	176.279	-2.513	0.318	-4.943
2016-10-24/12:45:00	2016-10-24/12:55:00	161.309	0.398	2.068	-6.122
2016-10-24/14:20:00	2016-10-24/14:30:00	151.237	-1.222	3.478	-6.445
2016-10-24/18:40:00	2016-10-24/18:50:00	144.31	-4.833	1.542	-2.142
2016-10-24/19:10:00	2016-10-24/19:20:00	136.37	-4.017	2.475	-2.592
2016-10-24/19:40:00	2016-10-24/19:50:00	141.161	-2.7	2.737	-3.398
2016-10-24/21:10:00	2016-10-24/21:20:00	187.018	2.458	-0.382	-3.222
2016-10-24/21:55:00	2016-10-24/22:05:00	153.029	2.082	1.647	-3.188
2016-10-24/23:20:00	2016-10-24/23:30:00	156.129	0.952	2.04	-4.65
2016-10-27/11:10:00	2016-10-27/11:20:00	136.517	-2.217	2.278	-2.38
2016-10-27/11:40:00	2016-10-27/11:50:00	163.985	-2.402	1.005	-3.498
2016-10-27/14:55:00	2016-10-27/15:05:00	152.033	-2.047	1.965	-3.597
2016-10-27/15:25:00	2016-10-27/15:35:00	162.617	-0.805	1.613	-5.157
2016-10-27/21:40:00	2016-10-27/21:50:00	192.614	-3.877	-0.725	-3.408
2016-10-28/20:50:00	2016-10-28/21:00:00	148.854	-5.683	2.035	-3.363
2016-10-28/22:05:00	2016-10-28/22:15:00	135.252	-4.64	3.887	-3.883
2016-10-28/23:10:00	2016-10-28/23:20:00	151.004	-5.648	2.248	-3.953
2016-10-29/12:40:00	2016-10-29/12:50:00	141.843	-5.268	3.143	-4.122
2016-10-30/11:35:00	2016-10-30/11:45:00	163.51	-3.498	1.24	-4.223
2016-10-30/16:35:00	2016-10-30/16:45:00	185.195	-2.427	-0.31	-3.175
2016-10-30/19:00:00	2016-10-30/19:10:00	204.35	-3.783	-0.833	-1.923
2016-10-31/08:10:00	2016-10-31/08:20:00	139.274	-2.337	1.748	-2.083
2016-10-31/08:40:00	2016-10-31/08:50:00	154.201	-3.01	0.898	-1.83
2016-11-01/08:25:00	2016-11-01/08:35:00	203.097	3.862	-0.535	-1.255
2016-11-01/11:00:00	2016-11-01/11:10:00	150.564	3.14	1.768	-3.063
2016-11-01/11:50:00	2016-11-01/12:00:00	157.735	2.135	1.838	-4.455
2016-11-01/12:20:00	2016-11-01/12:30:00	150.532	1.873	2.457	-4.332
2016-11-01/13:30:00	2016-11-01/13:40:00	137.004	-4.355	3.193	-3.433
2016-11-03/07:00:00	2016-11-03/07:10:00	154.604	-3.617	2.068	-4.263
2016-11-03/07:30:00	2016-11-03/07:40:00	167.002	-3.787	1.16	-5.087
2016-11-03/08:00:00	2016-11-03/08:10:00	162.931	-2.78	1.735	-5.68
2016-11-03/08:30:00	2016-11-03/08:40:00	168.443	-2.422	1.292	-6.237
2016-11-03/09:25:00	2016-11-03/09:35:00	162.235	-4.448	1.638	-5.11
2016-11-03/09:55:00	2016-11-03/10:05:00	165.365	-4.492	1.293	-4.938
2016-11-03/10:25:00	2016-11-03/10:35:00	162.43	-4.383	1.425	-4.503
2016-11-03/10:55:00	2016-11-03/11:05:00	168.964	-4.207	0.805	-4.273
2016-11-03/11:25:00	2016-11-03/11:35:00	174.97	-3.732	0.413	-4.877
2016-11-03/11:55:00	2016-11-03/12:05:00	169.775	-4.885	0.677	-3.832
2016-11-03/12:25:00	2016-11-03/12:35:00	159.677	-5.622	1.138	-3.132
2016-11-03/12:55:00	2016-11-03/13:05:00	155.937	-5.257	1.322	-2.982
2016-11-03/13:25:00	2016-11-03/13:35:00	158.16	-4.805	1.288	-3.23
2016-11-03/13:55:00	2016-11-03/14:05:00	163.337	-4.843	1.008	-3.297
2016-11-03/14:25:00	2016-11-03/14:35:00	174.314	-5.273	0.302	-3.018
2016-11-03/14:55:00	2016-11-03/15:05:00	165.062	-4.535	0.957	-3.505
2016-11-03/15:25:00	2016-11-03/15:35:00	159.117	-3.942	1.508	-3.953
2016-11-03/15:55:00	2016-11-03/16:05:00	161.546	-4.047	1.308	-3.923
2016-11-03/16:25:00	2016-11-03/16:35:00	161.232	-4.218	1.317	-3.872
2016-11-03/16:55:00	2016-11-03/17:05:00	162.66	-3.643	1.398	-4.503
2016-11-03/19:05:00	2016-11-03/19:15:00	173.609	-4.922	0.49	-4.682
2016-11-06/09:45:00	2016-11-06/09:55:00	151.989	-1.927	1.082	-2.125
2016-11-06/19:15:00	2016-11-06/19:25:00	194.516	-2.845	-0.468	-1.793
2016-11-06/21:05:00	2016-11-06/21:15:00	212.741	-2.21	-1.157	-1.862
2016-11-06/22:00:00	2016-11-06/22:10:00	200.256	-0.802	-0.832	-2.238
2016-11-07/00:00:00	2016-11-07/00:10:00	203.067	-2.852	-1.177	-2.737
2016-11-08/10:40:00	2016-11-08/10:50:00	216.016	0.348	-2.352	-3.23
2016-11-08/11:50:00	2016-11-08/12:00:00	150.008	1.68	1.973	-3.363
2016-11-09/13:10:00	2016-11-09/13:20:00	209.458	-4.418	-2.017	-3.573
2016-11-09/13:40:00	2016-11-09/13:50:00	224.321	-4.502	-3.277	-3.307
2016-11-10/13:50:00	2016-11-10/14:00:00	165.164	-0.678	2.73	-10.192
2016-11-10/14:20:00	2016-11-10/14:30:00	173.144	1.023	1.34	-10.792
2016-11-10/22:55:00	2016-11-10/23:05:00	151.121	-0.19	4.012	-7.257
2016-11-17/19:50:00	2016-11-17/20:00:00	168.652	3.38	0.247	-1.123
2016-11-18/15:50:00	2016-11-18/16:00:00	214.442	3.03	-1.515	-2.252
2016-11-18/16:50:00	2016-11-18/17:00:00	196.187	2.525	-0.752	-2.683
2016-11-20/21:15:00	2016-11-20/21:25:00	136.452	-3.018	2.502	-2.595
2016-11-22/20:40:00	2016-11-22/20:50:00	139.489	2.218	5.977	-6.972
2016-11-23/07:15:00	2016-11-23/07:25:00	167.461	-3.678	0.628	-2.848
2016-11-23/07:45:00	2016-11-23/07:55:00	174.042	-3.815	0.223	-2.233
2016-11-23/08:15:00	2016-11-23/08:25:00	169.114	-3.568	0.482	-2.605
2016-11-23/08:45:00	2016-11-23/08:55:00	166.462	-4.425	0.472	-1.768
2016-11-23/09:15:00	2016-11-23/09:25:00	167.093	-4.393	0.402	-1.565
2016-11-23/10:30:00	2016-11-23/10:40:00	148.655	-3.533	1.158	-1.892
2016-11-23/11:30:00	2016-11-23/11:40:00	149.969	-2.635	1.275	-2.207
2016-11-23/13:10:00	2016-11-23/13:20:00	141.694	-3.692	1.187	-1.52
2016-11-23/15:30:00	2016-11-23/15:40:00	181.207	-2.495	-0.023	-1.737
2016-11-23/18:05:00	2016-11-23/18:15:00	141.194	2.727	1.175	-1.453
2016-11-24/05:55:00	2016-11-24/06:05:00	143.885	-5.313	3.513	-4.812
2016-11-24/10:45:00	2016-11-24/10:55:00	139.865	-4.93	4.812	-5.707
2016-11-24/13:35:00	2016-11-24/13:45:00	155.201	-6.273	2.805	-5.932
2016-11-24/14:05:00	2016-11-24/14:15:00	141.043	-6.008	4.06	-4.832
2016-11-26/08:45:00	2016-11-26/08:55:00	175.337	-4.333	0.147	-1.953
2016-11-26/12:45:00	2016-11-26/12:55:00	139.969	-4.075	1.912	-2.28
2016-11-30/11:55:00	2016-11-30/12:05:00	219.899	-5.13	-1.317	-1.567
2016-12-02/12:30:00	2016-12-02/12:40:00	155.544	-4.107	1.162	-2.512
2016-12-02/14:30:00	2016-12-02/14:40:00	135.575	-2.99	1.823	-1.89
2016-12-02/15:15:00	2016-12-02/15:25:00	157.22	-2.292	1.225	-2.918
2016-12-02/15:55:00	2016-12-02/16:05:00	145.985	-2.448	1.55	-2.34
2016-12-02/19:30:00	2016-12-02/19:40:00	146.058	-2.193	1.27	-1.83
2016-12-03/05:55:00	2016-12-03/06:05:00	142.964	-2.162	1.372	-1.78
2016-12-03/09:55:00	2016-12-03/10:05:00	168.625	-3.08	0.305	-1.427
2016-12-04/03:15:00	2016-12-04/03:25:00	176.619	1.63	0.06	-1.182
2016-12-04/05:30:00	2016-12-04/05:40:00	185.004	1.27	-0.127	-1.6
2016-12-04/06:00:00	2016-12-04/06:10:00	183.141	1.723	-0.075	-1.328
2016-12-04/08:25:00	2016-12-04/08:35:00	147.33	1.802	0.582	-0.907
2016-12-04/09:20:00	2016-12-04/09:30:00	169.271	1.268	0.332	-1.758
2016-12-04/09:50:00	2016-12-04/10:00:00	168.715	1.315	0.323	-1.625
2016-12-04/10:30:00	2016-12-04/10:40:00	164.072	1.763	0.36	-1.262
2016-12-04/11:15:00	2016-12-04/11:25:00	169.265	0.725	0.317	-1.67
2016-12-04/11:50:00	2016-12-04/12:00:00	172.729	0.577	0.197	-1.565
2016-12-04/12:40:00	2016-12-04/12:50:00	172.441	0.277	0.207	-1.542
2016-12-04/13:40:00	2016-12-04/13:50:00	147.969	-0.137	0.808	-1.33
2016-12-05/14:25:00	2016-12-05/14:35:00	198.805	-1.705	-0.913	-2.7
2016-12-07/06:55:00	2016-12-07/07:05:00	158.413	-1.477	2.073	-5.282
2016-12-07/08:40:00	2016-12-07/08:50:00	153.935	-2.155	2.56	-5.218
2016-12-07/09:20:00	2016-12-07/09:30:00	151.914	-2.367	2.488	-4.722
2016-12-07/09:50:00	2016-12-07/10:00:00	151.367	-1.818	2.582	-4.785
2016-12-07/18:50:00	2016-12-07/19:00:00	141.73	-5.718	3.995	-5.218
2016-12-14/10:55:00	2016-12-14/11:05:00	140.852	3.733	0.867	-1.09
2016-12-15/17:10:00	2016-12-15/17:20:00	193.408	2.622	-0.372	-1.715
2016-12-16/02:05:00	2016-12-16/02:15:00	141.672	3.373	0.778	-1.04
2016-12-17/15:50:00	2016-12-17/16:00:00	135.619	-4.423	1.925	-2.057
2016-12-18/06:00:00	2016-12-18/06:10:00	170.658	-3.745	0.787	-4.763
2016-12-18/06:30:00	2016-12-18/06:40:00	168.053	-2.288	1.012	-5.073
2016-12-18/07:00:00	2016-12-18/07:10:00	160.002	-3.977	1.565	-4.347
2016-12-18/13:40:00	2016-12-18/13:50:00	155.509	-2.765	1.125	-2.417
2016-12-18/16:35:00	2016-12-18/16:45:00	142.998	-2.443	2.355	-3.185
2016-12-19/15:55:00	2016-12-19/16:05:00	135.542	0.055	3.032	-3.118
2016-12-20/14:55:00	2016-12-20/15:05:00	135.352	2.778	3.998	-4.097
2016-12-20/15:25:00	2016-12-20/15:35:00	141.423	2.932	3.583	-4.468
2016-12-20/15:55:00	2016-12-20/16:05:00	153.95	4.28	2.075	-4.21
2016-12-21/14:25:00	2016-12-21/14:35:00	135.588	-7.947	3.42	-3.405
2016-12-22/01:15:00	2016-12-22/01:25:00	196.325	-2.638	-1.672	-5.703
2016-12-22/14:30:00	2016-12-22/14:40:00	205.665	-5.538	-1.49	-3.14
2016-12-23/02:50:00	2016-12-23/03:00:00	183.981	-4.873	-0.16	-2.008
2016-12-25/11:55:00	2016-12-25/12:05:00	186.694	-4.765	-0.318	-2.473
2016-12-29/00:30:00	2016-12-29/00:40:00	160.294	-1.797	1.09	-3.007
2016-12-29/02:00:00	2016-12-29/02:10:00	162.13	-2.822	0.462	-1.38
2016-12-29/09:45:00	2016-12-29/09:55:00	167.639	-3.47	0.453	-1.842
2016-12-29/11:10:00	2016-12-29/11:20:00	163.366	-4.312	0.618	-2.077
2016-12-29/13:10:00	2016-12-29/13:20:00	148.879	-4.208	1.598	-2.637
2016-12-29/13:40:00	2016-12-29/13:50:00	146.205	-3.548	1.872	-2.79
2016-12-29/14:10:00	2016-12-29/14:20:00	165.229	-3.518	0.9	-3.415
2016-12-29/14:40:00	2016-12-29/14:50:00	140.276	-2.925	2.633	-3.127
2016-12-29/15:10:00	2016-12-29/15:20:00	139.375	-2.163	2.915	-3.403
2016-12-29/16:15:00	2016-12-29/16:25:00	156.645	-2.83	1.468	-3.423
2016-12-31/10:50:00	2016-12-31/11:00:00	172.523	1.21	1.485	-11.35
2017-01-02/07:35:00	2017-01-02/07:45:00	186.263	-0.403	-0.398	-3.61
2017-01-02/08:05:00	2017-01-02/08:15:00	179.702	-0.922	0.017	-3.242
2017-01-02/10:35:00	2017-01-02/10:45:00	221.976	0.135	-2.598	-2.912
2017-01-02/11:55:00	2017-01-02/12:05:00	195.344	1.598	-1.127	-4.077
2017-01-02/13:45:00	2017-01-02/13:55:00	179.84	1.89	0.005	-5.448
2017-01-02/14:20:00	2017-01-02/14:30:00	142.782	0.77	2.827	-3.733
2017-01-03/09:50:00	2017-01-03/10:00:00	161.694	-6.062	2.467	-7.683
2017-01-13/00:15:00	2017-01-13/00:25:00	218.761	-3.402	-1.212	-1.497
2017-01-14/23:35:00	2017-01-14/23:45:00	175.451	2.203	0.253	-3.132
2017-01-15/08:40:00	2017-01-15/08:50:00	135.1	0.135	2.592	-2.598
2017-01-15/10:05:00	2017-01-15/10:15:00	208.392	-1.287	-1.51	-2.79
2017-01-15/11:10:00	2017-01-15/11:20:00	212.712	-1.785	-1.743	-2.638
2017-01-15/12:10:00	2017-01-15/12:20:00	214.651	-0.72	-2.285	-3.288
2017-01-15/12:40:00	2017-01-15/12:50:00	192.99	-1.3	-0.968	-4.198
2017-01-15/13:10:00	2017-01-15/13:20:00	186.341	-1.548	-0.45	-4.055
2017-01-15/13:40:00	2017-01-15/13:50:00	190.17	-1.868	-0.597	-3.373
2017-01-17/02:20:00	2017-01-17/02:30:00	151.235	-1.358	0.893	-1.653
2017-01-19/08:25:00	2017-01-19/08:35:00	142.169	-3.612	2.102	-2.68
2017-01-19/10:00:00	2017-01-19/10:10:00	174.468	-4.763	0.24	-2.45
2017-01-19/13:05:00	2017-01-19/13:15:00	137.019	-3.242	2.398	-2.565
2017-01-20/22:20:00	2017-01-20/22:30:00	163.769	-3.542	0.625	-2.135
2017-01-20/22:50:00	2017-01-20/23:00:00	179.107	-3.353	0.042	-2.615
2017-01-21/06:35:00	2017-01-21/06:45:00	140.015	-2.917	1.692	-2.003
2017-01-21/07:05:00	2017-01-21/07:15:00	143.136	-2.332	1.835	-2.408
2017-01-21/12:30:00	2017-01-21/12:40:00	212.426	-2.643	-1.35	-2.113
2017-01-22/01:45:00	2017-01-22/01:55:00	154.696	-5.562	2.225	-4.712
2017-01-22/11:20:00	2017-01-22/11:30:00	148.396	-4.45	1.483	-2.378
2017-01-22/11:50:00	2017-01-22/12:00:00	165.739	-4.475	0.643	-2.553
2017-01-24/01:10:00	2017-01-24/01:20:00	214.229	-2.065	-1.422	-2.088
2017-01-25/08:35:00	2017-01-25/08:45:00	152.253	-0.695	3.038	-5.785
2017-01-29/10:25:00	2017-01-29/10:35:00	173.854	-5.243	0.22	-2.078
2017-01-29/13:10:00	2017-01-29/13:20:00	166.192	-2.71	0.857	-3.513
2017-01-30/04:25:00	2017-01-30/04:35:00	200.294	-3.75	-0.83	-2.347
2017-01-30/04:55:00	2017-01-30/05:05:00	206.288	-4.317	-0.8	-1.602
2017-01-31/00:05:00	2017-01-31/00:15:00	194.785	4.855	-0.882	-3.373
2017-01-31/00:35:00	2017-01-31/00:45:00	182.111	5.147	-0.122	-3.177
2017-02-01/12:05:00	2017-02-01/12:15:00	198.107	4.7	-0.612	-2.057
2017-02-04/23:30:00	2017-02-04/23:40:00	190.222	0.507	-0.802	-4.258
2017-02-05/01:00:00	2017-02-05/01:10:00	222.002	0.787	-3.452	-3.857
2017-02-07/11:05:00	2017-02-07/11:15:00	202.593	4.14	-0.387	-0.857
2017-02-09/04:10:00	2017-02-09/04:20:00	223.66	4.165	-2.318	-2.405
2017-02-09/11:00:00	2017-02-09/11:10:00	154.893	4.318	1.252	-2.95
2017-02-09/11:30:00	2017-02-09/11:40:00	156.088	4.933	1.088	-2.422
2017-02-10/00:45:00	2017-02-10/00:55:00	215.185	-0.517	-2.103	-2.99
2017-02-10/13:55:00	2017-02-10/14:05:00	210.838	-2.565	-2.543	-4.212
2017-02-10/22:40:00	2017-02-10/22:50:00	207.572	3.138	-1.288	-2.412
2017-02-11/04:40:00	2017-02-11/04:50:00	187.012	-1.425	-0.372	-2.852
2017-02-13/06:45:00	2017-02-13/06:55:00	199.957	1.638	-0.538	-1.467
2017-02-13/07:15:00	2017-02-13/07:25:00	205.872	1.925	-0.532	-1.082
2017-02-13/07:45:00	2017-02-13/07:55:00	218.207	1.978	-0.51	-0.665
2017-02-13/08:15:00	2017-02-13/08:25:00	216.929	1.473	-0.782	-1.077
2017-02-13/10:55:00	2017-02-13/11:05:00	205.622	1.083	-0.372	-0.793
2017-02-13/16:15:00	2017-02-13/16:25:00	143.734	-2.5	1.273	-1.732
2017-02-13/17:55:00	2017-02-13/18:05:00	136.294	-2.342	3.27	-3.403
2017-02-17/16:15:00	2017-02-17/16:25:00	138.273	-4.705	3.187	-3.587
2017-02-17/20:40:00	2017-02-17/20:50:00	137.278	-3.418	3.325	-3.522
2017-02-17/23:00:00	2017-02-17/23:10:00	151.502	-2.315	2.982	-5.472
2017-02-17/23:30:00	2017-02-17/23:40:00	155.942	-2.3	2.622	-5.88
2017-02-18/00:00:00	2017-02-18/00:10:00	141.663	-3.803	3.905	-4.94
2017-02-18/00:30:00	2017-02-18/00:40:00	138.389	-4.77	3.945	-4.458
2017-02-18/01:00:00	2017-02-18/01:10:00	154.956	-4.54	2.507	-5.422
2017-02-22/04:25:00	2017-02-22/04:35:00	152.442	-3.868	1.935	-3.778
2017-02-27/11:20:00	2017-02-27/11:30:00	189.695	-5.272	-0.553	-3.043
2017-02-27/19:35:00	2017-02-27/19:45:00	202.248	1.695	-2.178	-5.263
2017-02-27/20:15:00	2017-02-27/20:25:00	199.768	2.638	-1.628	-4.507
2017-02-27/20:45:00	2017-02-27/20:55:00	210.04	2.473	-1.97	-3.408
2017-02-28/00:55:00	2017-02-28/01:05:00	212.314	4.108	-2.627	-4.235
2017-02-28/01:25:00	2017-02-28/01:35:00	204.96	3.663	-2.11	-4.535
2017-02-28/01:55:00	2017-02-28/02:05:00	213.048	4.21	-2.26	-3.495
2017-03-01/00:55:00	2017-03-01/01:05:00	205.827	7.007	-0.832	-1.612
2017-03-01/04:20:00	2017-03-01/04:30:00	155.724	5.802	3.087	-7.195
2017-03-01/06:00:00	2017-03-01/06:10:00	167.829	8.235	0.592	-2.7
2017-03-04/17:25:00	2017-03-04/17:35:00	224.209	1.395	-2.773	-2.883
2017-03-10/07:40:00	2017-03-10/07:50:00	167.201	-2.368	0.995	-4.388
2017-03-10/11:10:00	2017-03-10/11:20:00	190.156	-1.463	-0.735	-3.995
2017-03-11/15:55:00	2017-03-11/16:05:00	204.235	2.952	-0.992	-2.277
2017-03-11/17:35:00	2017-03-11/17:45:00	220.435	2.49	-1.928	-2.31
2017-03-11/19:00:00	2017-03-11/19:10:00	202.892	0.155	-1.758	-4.043
2017-03-11/22:40:00	2017-03-11/22:50:00	141.349	-4.06	3.458	-4.327
2017-03-12/02:55:00	2017-03-12/03:05:00	219.23	0.49	-3.158	-3.847
2017-03-12/03:35:00	2017-03-12/03:45:00	217.106	-0.042	-3.433	-4.505
2017-03-14/16:35:00	2017-03-14/16:45:00	219.276	1.393	-1.81	-2.187
2017-03-14/19:25:00	2017-03-14/19:35:00	190.648	0.45	-0.357	-1.897
2017-03-14/20:40:00	2017-03-14/20:50:00	170.034	1.43	0.398	-2.255
2017-03-14/21:10:00	2017-03-14/21:20:00	192.381	1.41	-0.483	-2.19
2017-03-14/21:40:00	2017-03-14/21:50:00	210.095	1.425	-1.168	-1.99
2017-03-14/22:10:00	2017-03-14/22:20:00	219.335	1.637	-1.578	-1.945
2017-03-17/20:15:00	2017-03-17/20:25:00	163.409	-0.237	0.742	-2.47
2017-03-17/20:45:00	2017-03-17/20:55:00	168.344	-0.683	0.567	-2.728
2017-03-18/18:05:00	2017-03-18/18:15:00	151.164	-1.335	1.252	-2.287
2017-03-18/18:35:00	2017-03-18/18:45:00	149.507	-1.587	1.185	-1.985
2017-03-18/19:05:00	2017-03-18/19:15:00	176.583	-1.572	0.142	-2.39
2017-03-18/20:50:00	2017-03-18/21:00:00	156.356	-2.635	0.625	-1.375
2017-03-19/05:15:00	2017-03-19/05:25:00	149.54	-1.683	1.59	-2.705
2017-03-19/05:45:00	2017-03-19/05:55:00	147.778	-1.555	1.735	-2.73
2017-03-19/21:15:00	2017-03-19/21:25:00	151.648	-1.942	1.707	-3.17
2017-03-21/15:05:00	2017-03-21/15:15:00	162.463	-4.618	1.425	-5.05
2017-03-26/10:05:00	2017-03-26/10:15:00	153.575	-2.727	0.585	-1.265
2017-03-28/00:55:00	2017-03-28/01:05:00	185.055	3.513	-0.507	-6.0
2017-04-03/09:05:00	2017-04-03/09:15:00	207.305	-4.357	-1.107	-2.127
2017-04-03/09:35:00	2017-04-03/09:45:00	204.556	-4.482	-1.02	-2.228
2017-04-03/17:50:00	2017-04-03/18:00:00	137.489	-3.233	0.827	-0.903
2017-04-03/19:50:00	2017-04-03/20:00:00	195.045	-3.347	-0.272	-0.998
2017-04-03/21:50:00	2017-04-03/22:00:00	156.139	-3.44	0.447	-0.963
2017-04-06/14:35:00	2017-04-06/14:45:00	188.558	0.803	-0.668	-4.457
2017-04-07/07:20:00	2017-04-07/07:30:00	216.432	1.945	-2.132	-3.033
2017-04-07/14:20:00	2017-04-07/14:30:00	216.94	4.517	-0.71	-0.953
2017-04-07/15:30:00	2017-04-07/15:40:00	222.342	3.142	-1.333	-1.492
2017-04-07/16:05:00	2017-04-07/16:15:00	189.287	3.023	-0.348	-2.132
2017-04-07/17:25:00	2017-04-07/17:35:00	180.627	2.008	0.003	-2.572
2017-04-07/18:00:00	2017-04-07/18:10:00	155.591	3.485	0.937	-2.047
2017-04-11/17:15:00	2017-04-11/17:25:00	191.237	1.137	-0.897	-4.453
2017-04-13/14:20:00	2017-04-13/14:30:00	217.259	1.537	-1.222	-1.612
2017-04-14/10:35:00	2017-04-14/10:45:00	139.013	-5.447	3.552	-4.07
2017-04-14/11:35:00	2017-04-14/11:45:00	137.747	-4.377	4.34	-4.788
2017-04-14/12:05:00	2017-04-14/12:15:00	144.43	-4.238	3.845	-5.422
2017-04-14/13:25:00	2017-04-14/13:35:00	136.915	-5.117	4.017	-4.218
2017-04-14/13:55:00	2017-04-14/14:05:00	137.441	-4.792	3.992	-4.347
2017-04-14/14:40:00	2017-04-14/14:50:00	149.851	-4.268	2.908	-5.022
2017-04-14/15:10:00	2017-04-14/15:20:00	154.399	-3.802	2.478	-5.177
2017-04-14/15:40:00	2017-04-14/15:50:00	153.913	-3.815	2.365	-4.833
2017-04-14/16:10:00	2017-04-14/16:20:00	152.278	-3.677	2.58	-4.915
2017-04-14/17:25:00	2017-04-14/17:35:00	153.821	-3.418	2.418	-4.925
2017-04-14/17:55:00	2017-04-14/18:05:00	157.675	-3.167	2.063	-5.03
2017-04-14/18:50:00	2017-04-14/19:00:00	159.402	-3.495	1.848	-4.917
2017-04-14/19:20:00	2017-04-14/19:30:00	171.318	-3.35	0.82	-5.378
2017-04-14/19:50:00	2017-04-14/20:00:00	176.36	-3.672	0.337	-5.215
