Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2018-10-29/00:10:00	2018-10-29/00:20:00	316.626	-1.74	-2.36	2.553
2018-10-29/00:40:00	2018-10-29/00:50:00	320.008	-1.532	-2.248	2.68
2018-10-29/02:30:00	2018-10-29/02:40:00	335.534	-2.38	-1.152	2.53
2018-10-29/05:00:00	2018-10-29/05:10:00	352.972	-3.588	-0.138	1.12
2018-10-30/08:45:00	2018-10-30/08:55:00	335.098	0.477	-1.442	3.1
2018-11-03/07:10:00	2018-11-03/07:20:00	352.902	2.252	-0.378	3.002
2018-11-03/08:20:00	2018-11-03/08:30:00	319.662	0.482	-1.967	2.302
2018-11-07/15:35:00	2018-11-07/15:45:00	316.98	0.082	-4.318	4.613
2018-11-10/02:50:00	2018-11-10/03:00:00	323.172	0.977	-5.76	7.77
2018-11-10/14:10:00	2018-11-10/14:20:00	317.367	6.1	-1.61	1.823
2018-11-13/16:25:00	2018-11-13/16:35:00	317.643	3.372	-1.168	1.277
2018-11-15/05:40:00	2018-11-15/05:50:00	343.168	1.58	-0.695	2.358
2018-11-15/06:45:00	2018-11-15/06:55:00	318.335	2.402	-1.193	1.357
2018-11-15/07:40:00	2018-11-15/07:50:00	316.954	2.86	-1.057	1.132
2018-11-15/18:25:00	2018-11-15/18:35:00	330.716	-2.955	-1.233	2.213
2018-11-15/18:55:00	2018-11-15/19:05:00	319.566	-3.563	-1.222	1.458
2018-11-16/05:10:00	2018-11-16/05:20:00	350.234	3.332	-0.363	2.068
2018-11-16/05:40:00	2018-11-16/05:50:00	339.782	3.522	-0.662	1.803
2018-11-17/12:20:00	2018-11-17/12:30:00	323.997	-0.192	-2.517	3.453
2018-11-17/13:35:00	2018-11-17/13:45:00	342.36	0.672	-1.108	3.518
2018-11-17/14:05:00	2018-11-17/14:15:00	333.532	1.102	-1.68	3.395
2018-11-18/17:25:00	2018-11-18/17:35:00	316.021	-1.505	-3.763	3.915
2018-11-18/19:30:00	2018-11-18/19:40:00	339.776	-2.86	-1.413	3.922
2018-11-20/13:50:00	2018-11-20/14:00:00	334.901	0.872	-1.978	4.232
2018-11-20/14:20:00	2018-11-20/14:30:00	329.195	0.792	-2.388	4.01
2018-11-20/14:50:00	2018-11-20/15:00:00	332.494	1.44	-2.132	4.098
2018-11-20/21:35:00	2018-11-20/21:45:00	336.314	4.963	-1.055	2.363
2018-11-26/07:45:00	2018-11-26/07:55:00	336.072	0.703	-2.028	4.542
2018-11-27/10:05:00	2018-11-27/10:15:00	319.586	3.697	-2.278	2.68
2018-11-28/18:10:00	2018-11-28/18:20:00	321.064	3.09	-2.027	2.493
2018-11-29/05:40:00	2018-11-29/05:50:00	328.747	2.437	-0.827	1.425
2018-11-29/18:50:00	2018-11-29/19:00:00	346.704	2.337	-0.443	1.78
2018-11-30/08:05:00	2018-11-30/08:15:00	341.822	-2.09	-0.33	0.998
2018-12-08/21:05:00	2018-12-08/21:15:00	325.971	5.103	-0.993	1.4
2018-12-10/12:35:00	2018-12-10/12:45:00	333.132	3.478	-1.307	2.628
2018-12-11/11:50:00	2018-12-11/12:00:00	349.56	2.788	-0.565	3.055
2018-12-11/12:35:00	2018-12-11/12:45:00	350.593	3.947	-0.318	2.138
2018-12-13/06:00:00	2018-12-13/06:10:00	324.368	3.313	-1.205	1.66
2018-12-13/23:00:00	2018-12-13/23:10:00	328.872	4.355	-1.01	1.687
2018-12-14/03:15:00	2018-12-14/03:25:00	329.893	3.01	-1.76	3.067
2018-12-17/04:30:00	2018-12-17/04:40:00	334.988	4.627	-2.327	4.958
2018-12-20/08:00:00	2018-12-20/08:10:00	340.207	4.532	-1.195	3.218
2018-12-22/08:05:00	2018-12-22/08:15:00	322.829	3.452	-1.618	2.147
2018-12-22/08:35:00	2018-12-22/08:45:00	330.554	4.048	-0.942	1.68
2018-12-22/11:20:00	2018-12-22/11:30:00	320.332	3.372	-1.15	1.43
2018-12-22/18:00:00	2018-12-22/18:10:00	329.489	3.617	-0.625	1.07
2018-12-25/18:20:00	2018-12-25/18:30:00	323.858	1.455	-1.167	1.703
2018-12-25/23:30:00	2018-12-25/23:40:00	343.421	1.432	-0.743	2.487
2019-01-05/17:50:00	2019-01-05/18:00:00	344.116	3.625	-0.825	2.752
2019-01-08/04:15:00	2019-01-08/04:25:00	343.397	3.982	-0.672	2.352
2019-01-08/15:35:00	2019-01-08/15:45:00	328.823	2.59	-1.855	2.932
2019-01-08/16:05:00	2019-01-08/16:15:00	342.694	3.337	-0.755	2.365
2019-01-11/04:45:00	2019-01-11/04:55:00	321.288	3.903	-1.615	2.115
2019-01-15/23:15:00	2019-01-15/23:25:00	342.478	4.852	-0.695	2.145
2019-01-17/01:40:00	2019-01-17/01:50:00	340.641	3.935	-1.3	3.657
2019-01-17/02:20:00	2019-01-17/02:30:00	334.359	4.573	-1.77	3.778
2019-01-17/02:50:00	2019-01-17/03:00:00	349.903	4.17	-0.762	4.205
2019-01-17/06:20:00	2019-01-17/06:30:00	324.975	4.032	-1.837	2.613
2019-01-17/07:35:00	2019-01-17/07:45:00	349.951	2.513	-0.818	4.52
2019-01-19/00:20:00	2019-01-19/00:30:00	328.845	3.193	-1.002	1.64
2019-01-22/06:35:00	2019-01-22/06:45:00	342.231	2.918	-0.893	2.782
2019-01-22/07:05:00	2019-01-22/07:15:00	349.745	2.79	-0.565	3.107
2019-01-22/16:45:00	2019-01-22/16:55:00	325.951	2.81	-2.512	3.713
2019-01-24/11:35:00	2019-01-24/11:45:00	345.77	-4.918	-0.835	3.707
2019-01-24/12:05:00	2019-01-24/12:15:00	330.813	-6.073	-1.785	3.22
2019-01-29/17:20:00	2019-01-29/17:30:00	342.108	-2.237	-0.352	1.095
2019-02-02/05:50:00	2019-02-02/06:00:00	327.847	2.43	-3.232	5.138
2019-02-05/06:35:00	2019-02-05/06:45:00	342.889	5.067	-0.555	1.842
2019-02-06/04:55:00	2019-02-06/05:05:00	346.996	1.51	-1.287	5.585
2019-02-16/01:25:00	2019-02-16/01:35:00	317.59	2.428	-1.288	1.37
2019-02-26/04:35:00	2019-02-26/04:45:00	320.316	0.502	-1.79	2.148
2019-02-26/11:15:00	2019-02-26/11:25:00	345.381	0.148	-0.752	2.892
2019-03-08/11:00:00	2019-03-08/11:10:00	327.1	2.142	-1.152	1.767
2019-03-08/23:05:00	2019-03-08/23:15:00	325.198	3.087	-0.955	1.465
2019-03-08/23:40:00	2019-03-08/23:50:00	327.76	3.445	-1.108	1.743
2019-03-09/09:45:00	2019-03-09/09:55:00	345.534	4.13	-0.765	2.625
2019-03-09/16:35:00	2019-03-09/16:45:00	339.537	4.472	-0.355	0.892
2019-03-16/12:05:00	2019-03-16/12:15:00	324.964	2.695	-2.543	3.575
2019-03-26/04:55:00	2019-03-26/05:05:00	334.42	-0.958	-2.83	5.91
2019-03-30/07:30:00	2019-03-30/07:40:00	320.758	3.368	-1.28	1.572
2019-03-30/08:00:00	2019-03-30/08:10:00	340.423	3.417	-0.658	1.88
2019-04-01/21:15:00	2019-04-01/21:25:00	345.491	4.615	-0.487	1.857
2019-04-12/09:05:00	2019-04-12/09:15:00	337.232	1.497	-0.993	2.36
2019-04-20/13:15:00	2019-04-20/13:25:00	330.534	1.612	-1.597	2.907
2019-05-03/17:55:00	2019-05-03/18:05:00	318.562	5.962	-1.168	1.29
2019-05-17/00:20:00	2019-05-17/00:30:00	344.908	1.135	-1.48	5.503
2018-09-01/06:35:00	2018-09-01/06:45:00	30.068	-2.18	1.448	2.385
2018-09-05/05:40:00	2018-09-05/05:50:00	28.522	-6.432	1.937	3.497
2018-09-09/14:25:00	2018-09-09/14:35:00	34.229	-1.475	3.623	5.308
2018-09-12/00:05:00	2018-09-12/00:15:00	37.157	-3.027	3.245	4.277
2018-09-12/12:45:00	2018-09-12/12:55:00	41.272	-3.247	2.242	2.527
2018-09-27/17:10:00	2018-09-27/17:20:00	7.094	-2.99	0.347	2.748
2018-10-02/08:00:00	2018-10-02/08:10:00	43.823	-4.192	1.915	2.008
2018-10-02/09:05:00	2018-10-02/09:15:00	27.733	-4.942	0.473	0.862
2018-10-04/11:05:00	2018-10-04/11:15:00	10.727	5.17	0.612	3.262
2018-10-06/23:45:00	2018-10-06/23:55:00	38.149	2.7	1.285	1.643
2018-10-13/04:40:00	2018-10-13/04:50:00	28.252	-2.328	2.402	4.482
2018-10-13/10:35:00	2018-10-13/10:45:00	43.736	-5.89	2.528	2.69
2018-10-29/20:00:00	2018-10-29/20:10:00	23.186	-3.137	0.905	2.09
2018-11-14/22:25:00	2018-11-14/22:35:00	10.541	3.718	0.34	1.993
2018-11-14/23:00:00	2018-11-14/23:10:00	16.505	3.875	0.492	1.698
2018-11-16/00:30:00	2018-11-16/00:40:00	33.774	3.112	2.14	3.135
2018-11-24/09:00:00	2018-11-24/09:10:00	44.68	2.188	0.767	0.755
2018-11-30/06:00:00	2018-11-30/06:10:00	11.687	-1.672	0.492	2.353
2018-12-04/13:15:00	2018-12-04/13:25:00	37.998	-4.572	1.805	2.265
2018-12-04/18:25:00	2018-12-04/18:35:00	17.66	-3.99	1.455	4.57
2018-12-19/04:15:00	2018-12-19/04:25:00	39.475	2.998	2.435	2.948
2018-12-25/10:55:00	2018-12-25/11:05:00	40.583	0.035	3.232	3.755
2018-12-26/18:40:00	2018-12-26/18:50:00	25.701	1.087	1.293	2.682
2018-12-26/19:45:00	2018-12-26/19:55:00	37.784	0.808	2.452	3.163
2018-12-27/07:00:00	2018-12-27/07:10:00	39.703	2.922	1.035	1.248
2018-12-27/07:30:00	2018-12-27/07:40:00	30.758	2.577	1.072	1.82
2018-12-27/08:00:00	2018-12-27/08:10:00	29.254	1.677	1.565	2.793
2018-12-27/09:40:00	2018-12-27/09:50:00	27.197	1.948	1.208	2.348
2018-12-28/03:30:00	2018-12-28/03:40:00	36.196	-4.472	3.187	4.467
2018-12-30/10:00:00	2018-12-30/10:10:00	21.334	-3.52	0.748	1.868
2019-01-07/18:50:00	2019-01-07/19:00:00	37.52	4.005	1.423	1.85
2019-01-10/17:45:00	2019-01-10/17:55:00	18.773	5.657	0.918	2.773
2019-01-15/22:15:00	2019-01-15/22:25:00	15.665	5.157	0.488	1.828
2019-01-17/10:25:00	2019-01-17/10:35:00	34.008	3.567	4.415	6.53
2019-01-18/22:20:00	2019-01-18/22:30:00	18.34	2.82	0.61	1.818
2019-01-19/14:15:00	2019-01-19/14:25:00	12.75	2.315	0.53	2.32
2019-01-27/13:05:00	2019-01-27/13:15:00	16.878	-3.597	0.722	2.337
2019-01-27/14:00:00	2019-01-27/14:10:00	16.855	-4.413	0.562	1.975
2019-01-28/12:45:00	2019-01-28/12:55:00	44.137	1.957	1.748	1.757
2019-01-29/18:50:00	2019-01-29/19:00:00	32.166	-2.53	0.397	0.572
2019-01-30/05:40:00	2019-01-30/05:50:00	43.615	1.165	1.345	1.405
2019-01-30/10:45:00	2019-01-30/10:55:00	25.998	-0.547	1.16	2.403
2019-02-01/18:20:00	2019-02-01/18:30:00	7.951	4.548	0.313	2.235
2019-02-14/23:10:00	2019-02-14/23:20:00	23.673	1.163	1.403	3.207
2019-02-22/01:25:00	2019-02-22/01:35:00	14.554	3.387	0.77	3.158
2019-02-22/23:40:00	2019-02-22/23:50:00	44.263	1.777	2.22	2.26
2019-02-23/01:00:00	2019-02-23/01:10:00	8.706	2.507	0.368	2.42
2019-02-23/03:15:00	2019-02-23/03:25:00	39.706	1.38	1.81	2.155
2019-02-23/07:15:00	2019-02-23/07:25:00	38.845	-0.6	1.432	1.727
2019-02-23/08:10:00	2019-02-23/08:20:00	39.676	0.357	1.763	2.12
2019-02-23/08:40:00	2019-02-23/08:50:00	41.366	0.438	1.995	2.262
2019-02-23/10:40:00	2019-02-23/10:50:00	44.622	0.938	2.05	2.068
2019-03-08/12:30:00	2019-03-08/12:40:00	30.121	1.38	1.253	2.062
2019-03-08/13:40:00	2019-03-08/13:50:00	29.054	2.22	0.67	1.213
2019-03-08/14:10:00	2019-03-08/14:20:00	32.192	2.152	0.828	1.285
2019-03-09/04:00:00	2019-03-09/04:10:00	29.934	2.82	2.045	3.555
2019-03-09/10:45:00	2019-03-09/10:55:00	18.051	3.783	1.228	3.758
2019-03-09/14:35:00	2019-03-09/14:45:00	12.561	3.647	0.762	3.445
2019-03-22/02:15:00	2019-03-22/02:25:00	42.71	-0.25	2.425	2.622
2019-03-22/02:45:00	2019-03-22/02:55:00	44.367	-0.843	2.27	2.31
2019-03-25/18:40:00	2019-03-25/18:50:00	18.29	2.118	1.623	4.827
2019-03-25/19:55:00	2019-03-25/20:05:00	22.547	1.595	2.042	4.868
2019-03-26/18:30:00	2019-03-26/18:40:00	26.642	-1.51	2.503	4.963
2019-03-26/19:10:00	2019-03-26/19:20:00	32.382	-0.168	3.185	5.023
2019-03-26/20:15:00	2019-03-26/20:25:00	32.298	-0.605	2.973	4.68
2019-03-26/22:55:00	2019-03-26/23:05:00	10.934	-0.933	1.07	5.565
2019-03-30/08:30:00	2019-03-30/08:40:00	39.709	4.175	0.703	0.868
2019-03-30/09:00:00	2019-03-30/09:10:00	44.716	4.32	0.707	0.708
2019-04-01/22:15:00	2019-04-01/22:25:00	10.116	4.775	0.288	1.603
2019-04-16/23:30:00	2019-04-16/23:40:00	40.06	2.345	0.922	1.078
2019-04-19/08:15:00	2019-04-19/08:25:00	37.918	-2.592	2.545	3.228
2019-04-19/08:50:00	2019-04-19/09:00:00	26.753	-2.598	2.018	4.013
2019-04-20/01:15:00	2019-04-20/01:25:00	36.466	-0.377	2.292	3.13
2019-04-22/13:20:00	2019-04-22/13:30:00	8.509	-3.6	0.178	1.362
2019-04-22/19:30:00	2019-04-22/19:40:00	33.023	-2.698	0.91	1.533
2019-04-23/03:55:00	2019-04-23/04:05:00	32.799	-1.327	2.048	3.157
2019-04-23/04:25:00	2019-04-23/04:35:00	32.218	-1.733	1.738	2.753
2019-04-26/03:25:00	2019-04-26/03:35:00	13.622	4.357	0.257	1.142
2019-04-30/22:10:00	2019-04-30/22:20:00	16.474	1.627	1.105	3.733
2019-05-17/02:55:00	2019-05-17/03:05:00	10.132	2.815	0.832	4.642
2019-05-20/16:05:00	2019-05-20/16:15:00	43.836	-3.795	2.185	2.157
2019-05-21/19:40:00	2019-05-21/19:50:00	42.83	-3.718	1.367	1.46
2019-05-21/21:50:00	2019-05-21/22:00:00	28.21	-3.78	1.02	1.905
2019-05-21/22:20:00	2019-05-21/22:30:00	27.201	-3.633	1.045	2.037
2019-05-22/00:50:00	2019-05-22/01:00:00	44.116	-3.627	1.707	1.768
2019-05-25/12:00:00	2019-05-25/12:10:00	33.181	-1.375	1.862	2.87
2019-05-25/15:00:00	2019-05-25/15:10:00	35.0	-0.907	2.138	3.077
