Start_trang	End_trang	Clang_avg	Bx_avg(nT)
2019-04-20/09:30:00	2019-04-20/09:40:00	308.263	1.79
2019-04-20/10:20:00	2019-04-20/10:30:00	273.865	3.375
2019-04-20/11:00:00	2019-04-20/11:10:00	271.127	4.728
2019-04-20/11:30:00	2019-04-20/11:40:00	276.763	4.632
2019-04-20/12:00:00	2019-04-20/12:10:00	276.34	4.323
2019-04-20/16:30:00	2019-04-20/16:40:00	295.359	-0.093
2019-04-20/17:00:00	2019-04-20/17:10:00	313.021	-0.587
2019-04-22/16:55:00	2019-04-22/17:05:00	309.671	-3.063
2019-04-26/11:00:00	2019-04-26/11:10:00	225.991	3.303
2019-04-26/11:50:00	2019-04-26/12:00:00	228.921	3.148
2019-04-26/12:20:00	2019-04-26/12:30:00	229.035	2.382
2019-04-27/00:35:00	2019-04-27/00:45:00	236.251	1.3
2019-04-27/01:45:00	2019-04-27/01:55:00	314.119	4.755
2019-04-27/12:15:00	2019-04-27/12:25:00	273.368	3.695
2019-04-27/12:50:00	2019-04-27/13:00:00	234.956	3.833
2019-04-29/13:35:00	2019-04-29/13:45:00	251.623	-1.692
2019-04-29/15:40:00	2019-04-29/15:50:00	236.306	0.25
2019-04-29/16:10:00	2019-04-29/16:20:00	242.391	0.613
2019-04-29/16:40:00	2019-04-29/16:50:00	253.327	1.65
2019-04-29/17:10:00	2019-04-29/17:20:00	250.241	1.633
2019-04-29/17:45:00	2019-04-29/17:55:00	267.946	3.083
2019-04-29/18:30:00	2019-04-29/18:40:00	241.502	2.77
2019-04-29/21:55:00	2019-04-29/22:05:00	236.077	2.543
2019-04-29/22:30:00	2019-04-29/22:40:00	234.99	1.215
2019-04-30/02:05:00	2019-04-30/02:15:00	226.387	1.983
2019-04-30/15:10:00	2019-04-30/15:20:00	240.162	-0.923
2019-04-30/19:00:00	2019-04-30/19:10:00	231.531	1.478
2019-04-30/19:30:00	2019-04-30/19:40:00	236.926	1.247
2019-04-30/20:05:00	2019-04-30/20:15:00	242.0	0.627
2019-04-30/20:35:00	2019-04-30/20:45:00	233.375	-0.04
2019-05-01/05:30:00	2019-05-01/05:40:00	271.063	0.497
2019-05-02/23:55:00	2019-05-03/00:05:00	237.814	4.455
2019-05-03/02:50:00	2019-05-03/03:00:00	229.98	4.59
2019-05-03/04:35:00	2019-05-03/04:45:00	249.864	4.058
2019-05-03/06:00:00	2019-05-03/06:10:00	257.104	2.48
2019-05-03/06:45:00	2019-05-03/06:55:00	258.165	0.48
2019-05-03/12:40:00	2019-05-03/12:50:00	260.774	4.202
2019-05-03/14:15:00	2019-05-03/14:25:00	250.526	4.283
2019-05-03/16:05:00	2019-05-03/16:15:00	268.659	4.978
2019-05-03/17:25:00	2019-05-03/17:35:00	285.771	5.312
2019-05-04/09:10:00	2019-05-04/09:20:00	228.378	1.183
2019-05-04/09:50:00	2019-05-04/10:00:00	262.034	2.057
2019-05-04/16:15:00	2019-05-04/16:25:00	264.149	-0.987
2019-05-06/13:00:00	2019-05-06/13:10:00	237.301	-0.993
2019-05-06/17:15:00	2019-05-06/17:25:00	237.954	-0.998
2019-05-06/18:15:00	2019-05-06/18:25:00	254.256	1.032
2019-05-06/18:45:00	2019-05-06/18:55:00	257.348	0.282
2019-05-06/20:15:00	2019-05-06/20:25:00	264.972	3.995
2019-05-06/23:55:00	2019-05-07/00:05:00	236.934	3.108
2019-05-07/00:40:00	2019-05-07/00:50:00	251.413	3.468
2019-05-07/01:45:00	2019-05-07/01:55:00	272.799	4.017
2019-05-07/02:30:00	2019-05-07/02:40:00	245.33	3.767
2019-05-07/11:30:00	2019-05-07/11:40:00	261.673	1.608
2019-05-07/15:40:00	2019-05-07/15:50:00	233.809	3.237
2019-05-07/19:20:00	2019-05-07/19:30:00	255.485	1.955
2019-05-10/03:40:00	2019-05-10/03:50:00	239.118	2.808
2019-05-10/04:10:00	2019-05-10/04:20:00	232.291	2.71
2019-05-10/04:40:00	2019-05-10/04:50:00	229.502	3.477
2019-05-10/05:25:00	2019-05-10/05:35:00	234.471	1.995
2019-05-10/07:35:00	2019-05-10/07:45:00	241.982	2.02
2019-05-10/10:25:00	2019-05-10/10:35:00	267.984	2.508
2019-05-10/11:10:00	2019-05-10/11:20:00	256.35	1.688
2019-05-10/11:50:00	2019-05-10/12:00:00	273.059	1.452
2019-05-10/13:25:00	2019-05-10/13:35:00	280.717	2.503
2019-05-10/15:10:00	2019-05-10/15:20:00	252.872	1.982
2019-05-10/16:45:00	2019-05-10/16:55:00	234.778	2.793
2019-05-10/23:35:00	2019-05-10/23:45:00	226.225	2.448
2019-05-11/00:05:00	2019-05-11/00:15:00	225.274	4.2
2019-05-14/18:25:00	2019-05-14/18:35:00	248.588	-2.632
2019-05-24/01:00:00	2019-05-24/01:10:00	258.923	1.338
2019-05-24/01:30:00	2019-05-24/01:40:00	256.339	-0.17
2019-05-24/02:05:00	2019-05-24/02:15:00	295.397	-1.758
2019-05-24/02:35:00	2019-05-24/02:45:00	264.139	-0.367
2019-05-24/03:05:00	2019-05-24/03:15:00	256.861	0.42
2019-05-24/03:55:00	2019-05-24/04:05:00	231.48	-1.43
2019-05-24/09:00:00	2019-05-24/09:10:00	285.778	2.627
2019-05-24/09:50:00	2019-05-24/10:00:00	264.105	3.055
2019-05-24/11:15:00	2019-05-24/11:25:00	283.722	1.988
2019-05-24/11:55:00	2019-05-24/12:05:00	265.496	2.167
2019-05-24/12:25:00	2019-05-24/12:35:00	261.29	1.868
2019-05-24/12:55:00	2019-05-24/13:05:00	278.693	1.618
2019-05-24/13:25:00	2019-05-24/13:35:00	265.719	1.315
2019-05-28/16:10:00	2019-05-28/16:20:00	299.266	0.162
2019-05-28/20:45:00	2019-05-28/20:55:00	236.574	5.833
2019-05-29/05:20:00	2019-05-29/05:30:00	227.371	3.018
