Start_trang	End_trang	Clang_avg	Bx_avg(nT)
2017-05-11/10:35:00	2017-05-11/10:45:00	82.388	-3.362
2017-05-11/11:05:00	2017-05-11/11:15:00	77.613	-2.65
2017-05-11/11:35:00	2017-05-11/11:45:00	75.583	-1.472
2017-05-11/12:30:00	2017-05-11/12:40:00	51.641	1.537
2017-05-11/13:00:00	2017-05-11/13:10:00	57.945	1.313
2017-05-13/19:10:00	2017-05-13/19:20:00	52.445	2.387
2017-05-14/03:05:00	2017-05-14/03:15:00	81.976	-1.33
2017-05-15/08:00:00	2017-05-15/08:10:00	105.456	-0.542
2017-05-16/11:55:00	2017-05-16/12:05:00	131.758	-3.07
2017-05-18/07:00:00	2017-05-18/07:10:00	81.212	-5.148
2017-05-19/02:40:00	2017-05-19/02:50:00	53.189	-4.72
2017-05-25/04:30:00	2017-05-25/04:40:00	115.833	3.463
2017-05-25/05:05:00	2017-05-25/05:15:00	93.502	3.64
2017-05-25/05:50:00	2017-05-25/06:00:00	45.742	3.905
2017-05-27/18:00:00	2017-05-27/18:10:00	132.01	0.435
