Start_trang	End_trang	Clang_avg	Bx_avg(nT)
2017-09-23/20:45:00	2017-09-23/20:55:00	121.577	-1.662
2017-09-24/00:40:00	2017-09-24/00:50:00	114.431	-3.863
2017-09-24/02:30:00	2017-09-24/02:40:00	110.774	-3.54
2017-09-24/03:45:00	2017-09-24/03:55:00	103.458	-3.412
2017-09-24/04:15:00	2017-09-24/04:25:00	87.561	-2.315
2017-09-24/04:45:00	2017-09-24/04:55:00	82.154	-3.24
2017-09-24/05:15:00	2017-09-24/05:25:00	97.436	-3.45
2017-09-24/05:45:00	2017-09-24/05:55:00	83.53	-2.69
2017-09-24/06:15:00	2017-09-24/06:25:00	70.722	-1.708
2017-09-24/06:45:00	2017-09-24/06:55:00	85.593	-2.295
2017-09-24/07:15:00	2017-09-24/07:25:00	79.206	-1.563
2017-09-24/12:10:00	2017-09-24/12:20:00	105.05	-2.628
2017-09-24/12:55:00	2017-09-24/13:05:00	119.445	-1.375
2017-09-26/22:30:00	2017-09-26/22:40:00	78.713	1.818
2017-09-28/00:50:00	2017-09-28/01:00:00	124.968	-7.415
2017-09-28/01:20:00	2017-09-28/01:30:00	113.12	-4.468
2017-09-30/15:55:00	2017-09-30/16:05:00	132.599	-0.895
2017-10-02/02:20:00	2017-10-02/02:30:00	129.469	-0.782
2017-10-02/11:20:00	2017-10-02/11:30:00	120.828	-0.345
2017-10-02/11:50:00	2017-10-02/12:00:00	116.656	-2.363
2017-10-02/12:20:00	2017-10-02/12:30:00	123.212	-1.99
2017-10-02/12:50:00	2017-10-02/13:00:00	120.631	-1.775
2017-10-02/13:20:00	2017-10-02/13:30:00	116.008	-1.883
2017-10-02/13:50:00	2017-10-02/14:00:00	115.975	-2.398
2017-10-02/14:20:00	2017-10-02/14:30:00	110.608	-2.143
2017-10-02/14:55:00	2017-10-02/15:05:00	90.038	-2.475
2017-10-02/15:45:00	2017-10-02/15:55:00	99.703	-2.5
2017-10-02/16:15:00	2017-10-02/16:25:00	121.644	-1.442
2017-10-02/16:45:00	2017-10-02/16:55:00	104.787	-1.713
2017-10-02/17:15:00	2017-10-02/17:25:00	110.302	-1.612
2017-10-02/17:45:00	2017-10-02/17:55:00	100.315	-2.16
2017-10-02/18:15:00	2017-10-02/18:25:00	91.102	-2.835
2017-10-02/18:50:00	2017-10-02/19:00:00	101.241	-1.35
2017-10-02/19:25:00	2017-10-02/19:35:00	85.221	-2.98
2017-10-02/22:25:00	2017-10-02/22:35:00	58.031	-3.852
2017-10-06/03:40:00	2017-10-06/03:50:00	130.169	3.753
2017-10-06/04:30:00	2017-10-06/04:40:00	119.022	1.76
2017-10-06/09:25:00	2017-10-06/09:35:00	50.095	3.198
2017-10-11/10:30:00	2017-10-11/10:40:00	106.254	-5.593
2017-10-11/18:15:00	2017-10-11/18:25:00	93.964	-8.187
2017-10-11/19:20:00	2017-10-11/19:30:00	110.042	-8.58
2017-10-11/21:05:00	2017-10-11/21:15:00	118.716	-3.912
2017-10-11/21:50:00	2017-10-11/22:00:00	89.724	-8.783
2017-10-11/22:25:00	2017-10-11/22:35:00	53.647	-8.935
2017-10-12/03:45:00	2017-10-12/03:55:00	124.95	-2.168
2017-10-12/04:15:00	2017-10-12/04:25:00	123.902	-2.178
2017-10-13/15:25:00	2017-10-13/15:35:00	100.833	-6.148
2017-10-13/16:35:00	2017-10-13/16:45:00	130.576	-6.037
2017-10-13/17:05:00	2017-10-13/17:15:00	131.692	-4.865
2017-10-14/03:15:00	2017-10-14/03:25:00	89.921	-3.962
2017-10-17/19:10:00	2017-10-17/19:20:00	80.225	-2.477
2017-10-17/20:15:00	2017-10-17/20:25:00	99.227	-2.195
2017-10-18/03:15:00	2017-10-18/03:25:00	52.68	-3.258
2017-10-18/03:55:00	2017-10-18/04:05:00	46.817	-2.6
2017-10-19/01:00:00	2017-10-19/01:10:00	51.672	-2.555
2017-10-19/02:20:00	2017-10-19/02:30:00	47.517	-1.918
2017-10-19/09:45:00	2017-10-19/09:55:00	113.917	-4.267
2017-10-19/10:15:00	2017-10-19/10:25:00	98.178	-3.702
2017-10-19/10:45:00	2017-10-19/10:55:00	93.175	-4.292
2017-10-19/11:15:00	2017-10-19/11:25:00	94.932	-4.985
2017-10-19/11:45:00	2017-10-19/11:55:00	98.565	-4.483
2017-10-19/12:25:00	2017-10-19/12:35:00	92.14	-5.637
2017-10-20/05:25:00	2017-10-20/05:35:00	111.228	-3.377
2017-10-20/05:55:00	2017-10-20/06:05:00	89.816	-3.117
2017-10-20/06:25:00	2017-10-20/06:35:00	87.166	-3.028
2017-10-20/06:55:00	2017-10-20/07:05:00	108.655	-2.377
2017-10-20/08:25:00	2017-10-20/08:35:00	113.904	-3.915
2017-10-20/09:15:00	2017-10-20/09:25:00	129.307	-2.285
2017-10-20/09:45:00	2017-10-20/09:55:00	109.594	-1.048
2017-10-20/11:45:00	2017-10-20/11:55:00	114.445	3.48
2017-10-20/12:15:00	2017-10-20/12:25:00	102.493	3.193
2017-10-20/13:05:00	2017-10-20/13:15:00	97.012	3.387
2017-10-20/13:35:00	2017-10-20/13:45:00	91.372	3.472
2017-10-20/14:15:00	2017-10-20/14:25:00	105.625	2.197
2017-10-20/14:45:00	2017-10-20/14:55:00	90.981	1.783
2017-10-20/15:20:00	2017-10-20/15:30:00	102.635	2.208
2017-10-20/15:50:00	2017-10-20/16:00:00	108.578	0.848
2017-10-20/17:30:00	2017-10-20/17:40:00	73.321	-0.772
2017-10-20/18:00:00	2017-10-20/18:10:00	74.488	-0.442
2017-10-20/18:30:00	2017-10-20/18:40:00	77.434	0.372
2017-10-20/23:40:00	2017-10-20/23:50:00	98.251	-2.028
2017-10-21/00:40:00	2017-10-21/00:50:00	109.342	0.082
2017-10-21/01:10:00	2017-10-21/01:20:00	109.787	-0.865
2017-10-24/22:50:00	2017-10-24/23:00:00	128.344	-5.79
2017-10-25/07:15:00	2017-10-25/07:25:00	124.004	-5.17
2017-10-25/07:55:00	2017-10-25/08:05:00	88.437	-5.273
2017-10-25/09:15:00	2017-10-25/09:25:00	66.751	-6.972
2017-10-26/00:25:00	2017-10-26/00:35:00	106.042	-4.923
2017-10-26/07:20:00	2017-10-26/07:30:00	110.157	0.805
2017-10-26/09:10:00	2017-10-26/09:20:00	114.852	0.997
2017-10-26/09:45:00	2017-10-26/09:55:00	123.582	0.337
2017-10-26/10:15:00	2017-10-26/10:25:00	132.572	0.087
2017-10-27/22:05:00	2017-10-27/22:15:00	115.68	-3.032
2017-10-28/00:20:00	2017-10-28/00:30:00	125.435	-3.83
2017-10-28/01:40:00	2017-10-28/01:50:00	108.994	-2.543
2017-10-28/02:10:00	2017-10-28/02:20:00	127.98	-1.02
2017-10-28/02:40:00	2017-10-28/02:50:00	129.039	-0.862
2017-10-28/16:20:00	2017-10-28/16:30:00	106.633	3.238
2017-10-28/19:15:00	2017-10-28/19:25:00	110.442	0.217
2017-10-29/11:45:00	2017-10-29/11:55:00	56.401	-2.663
2017-10-29/12:15:00	2017-10-29/12:25:00	100.689	-1.112
2017-10-30/15:40:00	2017-10-30/15:50:00	103.419	-1.042
2017-10-30/16:10:00	2017-10-30/16:20:00	122.612	-1.183
2017-10-30/16:40:00	2017-10-30/16:50:00	133.057	-1.27
2017-10-30/17:10:00	2017-10-30/17:20:00	128.633	-1.107
2017-10-30/17:40:00	2017-10-30/17:50:00	119.647	-1.043
2017-10-30/18:20:00	2017-10-30/18:30:00	118.25	-1.212
2017-10-30/18:50:00	2017-10-30/19:00:00	96.813	-1.45
2017-10-30/19:35:00	2017-10-30/19:45:00	120.242	-0.515
2017-10-31/16:15:00	2017-10-31/16:25:00	123.935	-0.97
2017-11-03/09:10:00	2017-11-03/09:20:00	120.353	2.908
2017-11-07/22:55:00	2017-11-07/23:05:00	117.054	-4.722
2017-11-07/23:40:00	2017-11-07/23:50:00	112.267	-2.172
2017-11-08/05:55:00	2017-11-08/06:05:00	73.828	-5.397
2017-11-08/06:35:00	2017-11-08/06:45:00	70.921	-5.61
2017-11-08/09:30:00	2017-11-08/09:40:00	126.298	-3.842
2017-11-08/10:10:00	2017-11-08/10:20:00	117.283	-3.53
2017-11-08/10:50:00	2017-11-08/11:00:00	133.02	-2.017
2017-11-09/15:35:00	2017-11-09/15:45:00	114.833	-4.017
2017-11-13/08:40:00	2017-11-13/08:50:00	126.492	3.242
2017-11-13/11:05:00	2017-11-13/11:15:00	123.482	2.473
2017-11-14/04:35:00	2017-11-14/04:45:00	129.44	-5.315
2017-11-14/12:15:00	2017-11-14/12:25:00	45.967	-3.907
2017-11-14/12:45:00	2017-11-14/12:55:00	56.957	-4.72
2017-11-16/04:30:00	2017-11-16/04:40:00	82.236	-7.637
2017-11-16/05:30:00	2017-11-16/05:40:00	114.56	-1.5
2017-11-16/06:15:00	2017-11-16/06:25:00	67.961	-5.365
2017-11-16/10:15:00	2017-11-16/10:25:00	84.565	-3.077
2017-11-16/10:55:00	2017-11-16/11:05:00	50.23	-2.325
2017-11-16/11:25:00	2017-11-16/11:35:00	62.667	-2.782
2017-11-16/11:55:00	2017-11-16/12:05:00	86.571	-2.963
2017-11-16/12:25:00	2017-11-16/12:35:00	75.196	-4.26
2017-11-17/00:45:00	2017-11-17/00:55:00	74.153	-1.8
2017-11-17/07:55:00	2017-11-17/08:05:00	125.879	-3.172
2017-11-17/22:15:00	2017-11-17/22:25:00	109.713	-1.965
2017-11-18/02:55:00	2017-11-18/03:05:00	120.269	-0.622
2017-11-19/04:00:00	2017-11-19/04:10:00	104.298	2.553
2017-11-19/18:50:00	2017-11-19/19:00:00	113.244	-1.977
2017-11-19/19:30:00	2017-11-19/19:40:00	93.715	-2.04
2017-11-19/20:05:00	2017-11-19/20:15:00	75.944	-2.653
2017-11-19/20:35:00	2017-11-19/20:45:00	55.271	-2.89
2017-11-20/10:45:00	2017-11-20/10:55:00	71.277	-2.8
2017-11-20/11:25:00	2017-11-20/11:35:00	86.902	-2.718
2017-11-20/12:15:00	2017-11-20/12:25:00	100.554	-3.858
2017-11-20/12:45:00	2017-11-20/12:55:00	119.245	-3.493
2017-11-20/13:15:00	2017-11-20/13:25:00	110.878	-3.25
2017-11-20/16:35:00	2017-11-20/16:45:00	82.969	-5.33
2017-11-20/19:15:00	2017-11-20/19:25:00	64.512	-5.547
2017-11-22/12:45:00	2017-11-22/12:55:00	118.661	2.423
2017-11-22/13:25:00	2017-11-22/13:35:00	101.387	2.703
2017-11-22/14:15:00	2017-11-22/14:25:00	118.367	2.373
2017-11-22/14:45:00	2017-11-22/14:55:00	119.65	0.747
2017-11-22/15:15:00	2017-11-22/15:25:00	122.645	0.168
2017-11-22/16:10:00	2017-11-22/16:20:00	115.415	-0.958
2017-11-23/11:30:00	2017-11-23/11:40:00	103.335	2.085
2017-11-23/12:00:00	2017-11-23/12:10:00	116.376	1.882
2017-11-23/16:00:00	2017-11-23/16:10:00	117.252	2.332
2017-11-23/16:30:00	2017-11-23/16:40:00	118.603	2.065
2017-11-23/17:05:00	2017-11-23/17:15:00	109.87	1.122
2017-11-23/18:00:00	2017-11-23/18:10:00	134.168	2.23
2017-11-23/18:30:00	2017-11-23/18:40:00	127.407	1.807
2017-11-23/19:55:00	2017-11-23/20:05:00	124.454	0.627
2017-11-23/20:25:00	2017-11-23/20:35:00	116.541	0.033
2017-11-24/17:25:00	2017-11-24/17:35:00	107.009	-3.382
2017-11-24/23:10:00	2017-11-24/23:20:00	73.319	-3.183
2017-11-25/02:30:00	2017-11-25/02:40:00	61.501	-0.927
2017-11-25/03:00:00	2017-11-25/03:10:00	72.726	-0.195
2017-11-25/03:30:00	2017-11-25/03:40:00	90.114	-0.202
2017-11-25/04:40:00	2017-11-25/04:50:00	96.473	-1.838
2017-11-25/05:40:00	2017-11-25/05:50:00	117.484	-0.872
2017-11-25/08:10:00	2017-11-25/08:20:00	98.687	-0.662
2017-11-25/09:05:00	2017-11-25/09:15:00	102.862	-0.157
2017-11-25/11:55:00	2017-11-25/12:05:00	99.105	-1.23
2017-11-25/12:25:00	2017-11-25/12:35:00	101.936	-1.008
2017-11-26/07:25:00	2017-11-26/07:35:00	98.61	-0.657
2017-11-28/20:00:00	2017-11-28/20:10:00	61.024	-1.355
2017-12-01/23:00:00	2017-12-01/23:10:00	59.205	3.347
2017-12-04/19:15:00	2017-12-04/19:25:00	117.078	-1.927
2017-12-04/21:05:00	2017-12-04/21:15:00	122.799	-4.378
2017-12-06/02:00:00	2017-12-06/02:10:00	95.213	-3.288
2017-12-06/07:00:00	2017-12-06/07:10:00	100.499	-1.863
2017-12-06/07:55:00	2017-12-06/08:05:00	106.785	-3.133
2017-12-06/08:50:00	2017-12-06/09:00:00	100.478	-2.293
2017-12-06/09:20:00	2017-12-06/09:30:00	103.383	-2.955
2017-12-06/09:50:00	2017-12-06/10:00:00	122.203	-2.865
2017-12-06/10:20:00	2017-12-06/10:30:00	128.633	-3.525
2017-12-06/10:50:00	2017-12-06/11:00:00	132.166	-3.577
2017-12-06/13:50:00	2017-12-06/14:00:00	133.594	-3.12
2017-12-06/15:20:00	2017-12-06/15:30:00	134.293	-3.345
2017-12-06/16:35:00	2017-12-06/16:45:00	124.165	-3.433
2017-12-07/05:10:00	2017-12-07/05:20:00	122.947	-1.328
2017-12-07/05:40:00	2017-12-07/05:50:00	118.683	-1.978
2017-12-07/06:10:00	2017-12-07/06:20:00	102.17	-2.475
2017-12-07/06:40:00	2017-12-07/06:50:00	122.516	-1.122
2017-12-08/21:00:00	2017-12-08/21:10:00	79.297	2.382
2017-12-09/01:40:00	2017-12-09/01:50:00	61.191	-2.258
2017-12-09/02:30:00	2017-12-09/02:40:00	87.145	-1.913
2017-12-09/03:20:00	2017-12-09/03:30:00	53.244	-2.363
2017-12-09/03:50:00	2017-12-09/04:00:00	70.367	-2.682
2017-12-09/04:20:00	2017-12-09/04:30:00	58.132	-2.483
2017-12-09/04:50:00	2017-12-09/05:00:00	56.3	-2.76
2017-12-10/05:05:00	2017-12-10/05:15:00	88.215	-1.42
2017-12-10/05:35:00	2017-12-10/05:45:00	115.706	-0.76
2017-12-10/09:10:00	2017-12-10/09:20:00	73.305	-2.513
2017-12-10/10:00:00	2017-12-10/10:10:00	47.496	-3.275
2017-12-11/16:15:00	2017-12-11/16:25:00	81.549	-7.052
2017-12-11/20:25:00	2017-12-11/20:35:00	68.089	-5.603
2017-12-12/00:45:00	2017-12-12/00:55:00	107.386	-5.458
2017-12-12/01:35:00	2017-12-12/01:45:00	82.285	-5.107
2017-12-12/02:10:00	2017-12-12/02:20:00	87.448	-4.907
2017-12-12/02:40:00	2017-12-12/02:50:00	91.739	-4.607
2017-12-12/15:50:00	2017-12-12/16:00:00	88.331	-6.067
2017-12-12/16:20:00	2017-12-12/16:30:00	62.565	-4.588
2017-12-12/18:45:00	2017-12-12/18:55:00	123.951	-6.373
2017-12-12/19:55:00	2017-12-12/20:05:00	119.659	-5.813
2017-12-12/20:25:00	2017-12-12/20:35:00	102.908	-4.688
2017-12-12/21:30:00	2017-12-12/21:40:00	81.591	-6.565
2017-12-12/22:15:00	2017-12-12/22:25:00	69.228	-4.798
2017-12-12/22:45:00	2017-12-12/22:55:00	70.131	-3.89
2017-12-12/23:15:00	2017-12-12/23:25:00	53.262	-3.468
2017-12-13/06:05:00	2017-12-13/06:15:00	66.18	-3.165
2017-12-13/11:30:00	2017-12-13/11:40:00	100.172	0.278
2017-12-13/12:00:00	2017-12-13/12:10:00	115.453	1.048
2017-12-13/13:15:00	2017-12-13/13:25:00	126.503	0.017
2017-12-14/08:00:00	2017-12-14/08:10:00	73.567	-3.097
2017-12-14/09:45:00	2017-12-14/09:55:00	108.671	-2.313
2017-12-14/10:25:00	2017-12-14/10:35:00	111.491	-1.97
2017-12-14/11:45:00	2017-12-14/11:55:00	81.821	-3.448
2017-12-14/12:25:00	2017-12-14/12:35:00	62.767	-3.04
2017-12-14/12:55:00	2017-12-14/13:05:00	55.793	-3.195
2017-12-14/18:05:00	2017-12-14/18:15:00	129.217	-2.457
2017-12-14/19:55:00	2017-12-14/20:05:00	50.991	-1.418
2017-12-14/22:20:00	2017-12-14/22:30:00	74.056	-0.512
2017-12-14/22:50:00	2017-12-14/23:00:00	84.877	-3.055
2017-12-14/23:20:00	2017-12-14/23:30:00	84.543	-3.202
2017-12-15/00:15:00	2017-12-15/00:25:00	76.499	-2.25
2017-12-15/00:45:00	2017-12-15/00:55:00	80.763	-1.462
2017-12-15/01:40:00	2017-12-15/01:50:00	52.196	-2.568
2017-12-15/02:30:00	2017-12-15/02:40:00	91.843	-1.537
2017-12-15/04:10:00	2017-12-15/04:20:00	68.234	-1.612
2017-12-15/04:55:00	2017-12-15/05:05:00	73.851	-2.885
2017-12-15/05:25:00	2017-12-15/05:35:00	73.915	-1.697
2017-12-15/05:55:00	2017-12-15/06:05:00	99.54	-1.635
2017-12-15/23:30:00	2017-12-15/23:40:00	54.428	-2.735
2017-12-16/04:20:00	2017-12-16/04:30:00	46.594	-2.86
2017-12-16/04:50:00	2017-12-16/05:00:00	50.347	-2.878
2017-12-16/06:30:00	2017-12-16/06:40:00	62.766	-3.407
2017-12-16/08:30:00	2017-12-16/08:40:00	60.355	-1.99
2017-12-17/10:35:00	2017-12-17/10:45:00	93.132	-8.805
2017-12-17/13:10:00	2017-12-17/13:20:00	90.074	-6.422
2017-12-17/23:25:00	2017-12-17/23:35:00	104.857	-3.695
2017-12-17/23:55:00	2017-12-18/00:05:00	94.334	-4.928
2017-12-18/00:35:00	2017-12-18/00:45:00	65.319	-7.055
2017-12-18/07:35:00	2017-12-18/07:45:00	107.797	4.105
2017-12-18/18:25:00	2017-12-18/18:35:00	60.695	-3.537
2017-12-18/19:05:00	2017-12-18/19:15:00	64.824	-3.283
2017-12-19/00:30:00	2017-12-19/00:40:00	69.545	1.548
2017-12-19/01:15:00	2017-12-19/01:25:00	63.23	0.05
2017-12-19/01:45:00	2017-12-19/01:55:00	61.831	-0.465
2017-12-19/23:30:00	2017-12-19/23:40:00	128.086	-2.665
2017-12-20/00:25:00	2017-12-20/00:35:00	102.332	-0.542
2017-12-20/13:00:00	2017-12-20/13:10:00	83.882	0.845
2017-12-20/21:10:00	2017-12-20/21:20:00	76.383	-2.223
2017-12-21/03:05:00	2017-12-21/03:15:00	78.41	-0.98
2017-12-21/05:05:00	2017-12-21/05:15:00	133.682	1.22
2017-12-21/08:15:00	2017-12-21/08:25:00	88.847	4.13
2017-12-21/08:45:00	2017-12-21/08:55:00	96.869	4.113
2017-12-21/09:40:00	2017-12-21/09:50:00	111.694	4.395
2017-12-21/11:45:00	2017-12-21/11:55:00	111.682	4.09
2017-12-21/12:15:00	2017-12-21/12:25:00	125.807	4.348
2017-12-21/13:55:00	2017-12-21/14:05:00	98.088	3.87
2017-12-21/21:30:00	2017-12-21/21:40:00	49.552	-2.688
2017-12-22/19:15:00	2017-12-22/19:25:00	65.676	0.077
2017-12-22/20:15:00	2017-12-22/20:25:00	65.36	-0.258
2017-12-22/20:45:00	2017-12-22/20:55:00	76.196	-0.617
2017-12-22/21:30:00	2017-12-22/21:40:00	119.389	-1.03
2017-12-22/22:25:00	2017-12-22/22:35:00	52.22	-1.812
2017-12-22/23:30:00	2017-12-22/23:40:00	97.187	-2.312
2017-12-31/20:50:00	2017-12-31/21:00:00	118.161	-3.597
2018-01-01/02:35:00	2018-01-01/02:45:00	94.628	-0.935
2018-01-01/09:55:00	2018-01-01/10:05:00	79.285	-5.228
2018-01-01/11:15:00	2018-01-01/11:25:00	94.053	-6.09
2018-01-01/12:05:00	2018-01-01/12:15:00	110.442	-3.6
2018-01-01/12:55:00	2018-01-01/13:05:00	111.757	-4.015
2018-01-01/13:25:00	2018-01-01/13:35:00	123.09	-3.942
2018-01-01/13:55:00	2018-01-01/14:05:00	122.209	-3.893
2018-01-01/14:25:00	2018-01-01/14:35:00	107.347	-4.727
2018-01-01/19:00:00	2018-01-01/19:10:00	82.666	-4.187
2018-01-01/19:50:00	2018-01-01/20:00:00	107.23	-1.112
2018-01-01/20:30:00	2018-01-01/20:40:00	79.862	0.288
2018-01-01/21:00:00	2018-01-01/21:10:00	82.005	0.077
2018-01-01/21:45:00	2018-01-01/21:55:00	121.064	3.268
2018-01-01/22:30:00	2018-01-01/22:40:00	74.687	1.907
2018-01-03/01:45:00	2018-01-03/01:55:00	63.408	-1.015
2018-01-03/06:45:00	2018-01-03/06:55:00	82.134	-2.823
2018-01-03/09:15:00	2018-01-03/09:25:00	77.737	-2.973
2018-01-03/09:55:00	2018-01-03/10:05:00	64.265	-3.392
2018-01-03/23:15:00	2018-01-03/23:25:00	118.02	-2.15
2018-01-04/07:35:00	2018-01-04/07:45:00	84.247	-1.418
2018-01-04/08:40:00	2018-01-04/08:50:00	85.058	-1.968
2018-01-04/09:10:00	2018-01-04/09:20:00	98.136	-2.188
2018-01-04/09:45:00	2018-01-04/09:55:00	101.549	-2.868
2018-01-04/10:15:00	2018-01-04/10:25:00	114.359	-2.427
2018-01-04/10:45:00	2018-01-04/10:55:00	92.611	-3.017
2018-01-04/11:15:00	2018-01-04/11:25:00	91.0	-3.053
2018-01-04/11:45:00	2018-01-04/11:55:00	125.386	-2.915
2018-01-04/20:55:00	2018-01-04/21:05:00	125.024	-1.125
2018-01-05/02:20:00	2018-01-05/02:30:00	112.579	0.575
2018-01-08/21:05:00	2018-01-08/21:15:00	67.232	-1.472
2018-01-09/03:05:00	2018-01-09/03:15:00	122.712	-0.873
2018-01-09/03:55:00	2018-01-09/04:05:00	126.985	-1.115
2018-01-09/04:55:00	2018-01-09/05:05:00	127.678	-3.347
2018-01-09/05:45:00	2018-01-09/05:55:00	100.755	-4.343
2018-01-09/21:30:00	2018-01-09/21:40:00	45.295	-0.205
2018-01-10/02:50:00	2018-01-10/03:00:00	89.911	4.832
2018-01-10/03:20:00	2018-01-10/03:30:00	84.413	4.358
2018-01-10/04:20:00	2018-01-10/04:30:00	81.745	4.105
2018-01-10/04:50:00	2018-01-10/05:00:00	77.819	4.232
2018-01-11/14:40:00	2018-01-11/14:50:00	61.361	-3.757
2018-01-11/15:55:00	2018-01-11/16:05:00	47.011	-4.3
2018-01-11/16:25:00	2018-01-11/16:35:00	45.628	-3.517
2018-01-11/16:55:00	2018-01-11/17:05:00	51.945	-3.598
2018-01-11/19:30:00	2018-01-11/19:40:00	82.493	-2.94
2018-01-13/03:05:00	2018-01-13/03:15:00	62.548	-2.902
2018-01-14/12:55:00	2018-01-14/13:05:00	104.905	-3.793
2018-01-14/13:25:00	2018-01-14/13:35:00	105.176	-4.12
2018-01-15/04:30:00	2018-01-15/04:40:00	126.298	0.52
2018-01-15/05:00:00	2018-01-15/05:10:00	130.631	-0.335
2018-01-17/03:55:00	2018-01-17/04:05:00	126.918	-2.802
2018-01-17/05:00:00	2018-01-17/05:10:00	111.293	-2.112
2018-01-17/05:55:00	2018-01-17/06:05:00	85.541	-2.285
2018-01-17/06:45:00	2018-01-17/06:55:00	67.794	-2.487
2018-01-17/08:20:00	2018-01-17/08:30:00	114.405	-2.603
2018-01-17/08:50:00	2018-01-17/09:00:00	110.602	-1.79
2018-01-17/11:10:00	2018-01-17/11:20:00	94.615	-1.035
2018-01-17/11:40:00	2018-01-17/11:50:00	91.451	-1.915
