Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2017-11-29/07:40:00	2017-11-29/07:50:00	282.728	1.842	-6.9	1.555
2017-11-29/08:10:00	2017-11-29/08:20:00	294.073	2.59	-5.932	2.615
2017-11-29/09:00:00	2017-11-29/09:10:00	274.512	3.068	-6.792	0.527
2017-11-29/09:30:00	2017-11-29/09:40:00	288.662	3.79	-6.0	2.04
2017-11-29/10:00:00	2017-11-29/10:10:00	298.204	3.625	-5.677	3.045
2017-11-29/10:30:00	2017-11-29/10:40:00	294.332	3.8	-5.522	2.577
2017-11-29/11:00:00	2017-11-29/11:10:00	313.041	2.358	-4.702	4.375
2017-11-29/11:30:00	2017-11-29/11:40:00	308.612	1.96	-5.935	4.743
2017-11-30/06:05:00	2017-11-30/06:15:00	285.355	2.802	-6.015	1.637
2017-11-30/07:50:00	2017-11-30/08:00:00	323.752	0.027	-3.975	5.565
2017-11-30/10:45:00	2017-11-30/10:55:00	192.626	6.075	-0.405	-1.432
2017-11-30/13:00:00	2017-11-30/13:10:00	308.935	2.327	-3.74	3.048
2017-11-30/19:15:00	2017-11-30/19:25:00	224.39	0.065	-2.738	-2.8
2017-11-30/20:15:00	2017-11-30/20:25:00	260.281	1.458	-3.683	-0.677
2017-11-30/21:50:00	2017-11-30/22:00:00	268.254	1.503	-6.212	-0.16
2017-11-30/22:30:00	2017-11-30/22:40:00	276.275	1.835	-7.705	0.848
2017-12-01/02:20:00	2017-12-01/02:30:00	295.364	2.41	-5.13	2.393
2017-12-01/03:10:00	2017-12-01/03:20:00	268.404	-4.562	-5.66	-0.108
2017-12-01/23:00:00	2017-12-01/23:10:00	59.205	3.347	1.398	0.825
2017-12-02/02:05:00	2017-12-02/02:15:00	341.056	4.84	-0.495	1.458
2017-12-02/02:55:00	2017-12-02/03:05:00	309.448	4.32	-1.728	1.405
2017-12-02/03:25:00	2017-12-02/03:35:00	323.505	4.06	-1.375	1.86
2017-12-02/03:55:00	2017-12-02/04:05:00	316.682	4.1	-1.477	1.57
2017-12-02/04:45:00	2017-12-02/04:55:00	268.061	-3.09	-3.888	-0.1
2017-12-02/05:20:00	2017-12-02/05:30:00	287.805	0.348	-3.67	1.18
2017-12-02/05:50:00	2017-12-02/06:00:00	276.604	-2.3	-3.745	0.45
2017-12-03/09:35:00	2017-12-03/09:45:00	222.84	1.462	-1.582	-1.712
2017-12-03/10:15:00	2017-12-03/10:25:00	253.896	2.483	-2.0	-0.59
2017-12-03/10:45:00	2017-12-03/10:55:00	257.409	2.313	-2.407	-0.532
2017-12-03/11:15:00	2017-12-03/11:25:00	260.004	2.172	-2.53	-0.448
2017-12-03/11:45:00	2017-12-03/11:55:00	271.161	1.79	-2.728	0.065
2017-12-03/12:40:00	2017-12-03/12:50:00	265.661	2.023	-2.093	-0.145
2017-12-03/14:25:00	2017-12-03/14:35:00	282.475	0.195	-2.877	0.64
2017-12-03/14:55:00	2017-12-03/15:05:00	269.966	-0.395	-3.318	-0.01
2017-12-03/15:25:00	2017-12-03/15:35:00	282.978	-0.312	-3.252	0.738
2017-12-03/15:55:00	2017-12-03/16:05:00	297.686	1.4	-2.615	1.375
2017-12-03/19:10:00	2017-12-03/19:20:00	271.666	1.637	-4.003	0.152
2017-12-03/20:50:00	2017-12-03/21:00:00	214.526	-0.157	-2.045	-2.988
2017-12-03/21:45:00	2017-12-03/21:55:00	232.948	1.987	-2.292	-1.757
2017-12-03/22:50:00	2017-12-03/23:00:00	294.736	1.993	-2.838	1.268
2017-12-03/23:20:00	2017-12-03/23:30:00	329.451	2.493	-1.425	2.477
2017-12-04/06:35:00	2017-12-04/06:45:00	200.499	0.195	-1.86	-4.985
2017-12-04/09:50:00	2017-12-04/10:00:00	245.867	3.003	-3.038	-1.433
2017-12-04/11:00:00	2017-12-04/11:10:00	186.132	-0.283	-0.325	-3.077
2017-12-04/12:45:00	2017-12-04/12:55:00	182.87	-0.165	-0.213	-4.065
2017-12-04/14:20:00	2017-12-04/14:30:00	179.069	-0.713	0.072	-4.55
2017-12-04/14:55:00	2017-12-04/15:05:00	178.073	-1.213	0.147	-4.522
2017-12-04/17:55:00	2017-12-04/18:05:00	166.517	-1.423	2.7	-11.245
2017-12-04/19:15:00	2017-12-04/19:25:00	117.078	-1.927	9.18	-4.712
2017-12-04/21:05:00	2017-12-04/21:15:00	122.799	-4.378	7.572	-4.938
2017-12-04/22:35:00	2017-12-04/22:45:00	334.951	-6.48	-4.583	9.74
2017-12-06/02:00:00	2017-12-06/02:10:00	95.213	-3.288	2.283	-0.23
2017-12-06/07:00:00	2017-12-06/07:10:00	100.499	-1.863	3.823	-0.685
2017-12-06/07:55:00	2017-12-06/08:05:00	106.785	-3.133	3.32	-1.007
2017-12-06/08:50:00	2017-12-06/09:00:00	100.478	-2.293	4.288	-0.802
2017-12-06/09:20:00	2017-12-06/09:30:00	103.383	-2.955	3.49	-0.837
2017-12-06/09:50:00	2017-12-06/10:00:00	122.203	-2.865	3.06	-1.93
2017-12-06/10:20:00	2017-12-06/10:30:00	128.633	-3.525	2.872	-2.293
2017-12-06/10:50:00	2017-12-06/11:00:00	132.166	-3.577	2.698	-2.443
2017-12-06/11:20:00	2017-12-06/11:30:00	136.733	-3.752	2.04	-2.043
2017-12-06/13:50:00	2017-12-06/14:00:00	133.594	-3.12	2.287	-2.265
2017-12-06/14:20:00	2017-12-06/14:30:00	135.739	-2.985	2.285	-2.372
2017-12-06/14:50:00	2017-12-06/15:00:00	135.409	-2.577	2.538	-2.563
2017-12-06/15:20:00	2017-12-06/15:30:00	134.293	-3.345	2.113	-1.983
2017-12-06/15:55:00	2017-12-06/16:05:00	135.651	-2.09	2.07	-2.082
2017-12-06/16:35:00	2017-12-06/16:45:00	124.165	-3.433	2.04	-1.388
2017-12-07/02:00:00	2017-12-07/02:10:00	308.866	-4.088	-1.162	0.913
2017-12-07/03:15:00	2017-12-07/03:25:00	319.517	-3.553	-1.093	1.333
2017-12-07/05:10:00	2017-12-07/05:20:00	122.947	-1.328	3.482	-2.26
2017-12-07/05:40:00	2017-12-07/05:50:00	118.683	-1.978	3.508	-1.937
2017-12-07/06:10:00	2017-12-07/06:20:00	102.17	-2.475	3.57	-0.767
2017-12-07/06:40:00	2017-12-07/06:50:00	122.516	-1.122	3.843	-2.445
2017-12-07/07:55:00	2017-12-07/08:05:00	36.954	-3.787	0.99	1.332
2017-12-07/08:40:00	2017-12-07/08:50:00	8.083	-3.947	0.243	1.802
2017-12-07/09:20:00	2017-12-07/09:30:00	39.275	-4.062	1.16	1.473
2017-12-08/21:00:00	2017-12-08/21:10:00	79.297	2.382	3.212	0.598
2017-12-08/21:55:00	2017-12-08/22:05:00	140.898	4.787	1.292	-1.648
2017-12-08/22:35:00	2017-12-08/22:45:00	138.375	3.165	2.155	-2.338
2017-12-08/23:15:00	2017-12-08/23:25:00	150.13	3.538	1.543	-2.657
2017-12-08/23:45:00	2017-12-08/23:55:00	159.885	3.703	0.892	-2.397
2017-12-09/00:15:00	2017-12-09/00:25:00	179.781	3.782	0.005	-2.74
2017-12-09/01:40:00	2017-12-09/01:50:00	61.191	-2.258	2.0	1.078
2017-12-09/02:30:00	2017-12-09/02:40:00	87.145	-1.913	3.77	0.105
2017-12-09/03:20:00	2017-12-09/03:30:00	53.244	-2.363	2.998	2.222
2017-12-09/03:50:00	2017-12-09/04:00:00	70.367	-2.682	3.208	1.138
2017-12-09/04:20:00	2017-12-09/04:30:00	58.132	-2.483	3.04	1.898
2017-12-09/04:50:00	2017-12-09/05:00:00	56.3	-2.76	2.975	1.987
2017-12-09/08:15:00	2017-12-09/08:25:00	217.265	-4.768	-0.42	-0.548
2017-12-09/09:25:00	2017-12-09/09:35:00	209.824	-3.267	-1.09	-1.923
2017-12-09/12:30:00	2017-12-09/12:40:00	155.951	-2.587	0.988	-2.14
2017-12-09/13:25:00	2017-12-09/13:35:00	141.507	-2.573	1.603	-2.007
2017-12-09/14:40:00	2017-12-09/14:50:00	4.996	-2.887	0.247	2.815
2017-12-09/20:30:00	2017-12-09/20:40:00	283.449	-3.762	-0.793	0.215
2017-12-09/21:55:00	2017-12-09/22:05:00	318.029	-3.998	-0.678	0.74
2017-12-09/22:45:00	2017-12-09/22:55:00	312.09	-4.123	-0.77	0.725
2017-12-10/05:05:00	2017-12-10/05:15:00	88.215	-1.42	3.31	0.103
2017-12-10/05:35:00	2017-12-10/05:45:00	115.706	-0.76	2.945	-1.413
2017-12-10/07:15:00	2017-12-10/07:25:00	20.67	-2.698	0.968	2.595
2017-12-10/09:10:00	2017-12-10/09:20:00	73.305	-2.513	1.998	0.568
2017-12-10/10:00:00	2017-12-10/10:10:00	47.496	-3.275	0.853	0.782
2017-12-10/11:15:00	2017-12-10/11:25:00	143.06	-0.923	1.735	-2.313
2017-12-10/11:45:00	2017-12-10/11:55:00	143.615	-1.285	1.672	-2.257
2017-12-10/12:55:00	2017-12-10/13:05:00	141.239	-0.287	1.675	-2.083
2017-12-10/13:40:00	2017-12-10/13:50:00	138.079	-0.348	1.987	-2.238
2017-12-10/14:10:00	2017-12-10/14:20:00	138.364	-0.11	2.057	-2.318
2017-12-10/15:25:00	2017-12-10/15:35:00	152.261	0.367	1.537	-2.938
2017-12-10/15:55:00	2017-12-10/16:05:00	148.189	0.543	1.788	-2.892
2017-12-11/16:15:00	2017-12-11/16:25:00	81.549	-7.052	6.197	0.892
2017-12-11/20:25:00	2017-12-11/20:35:00	68.089	-5.603	5.913	2.358
2017-12-12/00:45:00	2017-12-12/00:55:00	107.386	-5.458	5.915	-1.803
2017-12-12/01:35:00	2017-12-12/01:45:00	82.285	-5.107	5.997	0.693
2017-12-12/02:10:00	2017-12-12/02:20:00	87.448	-4.907	6.012	0.263
2017-12-12/02:40:00	2017-12-12/02:50:00	91.739	-4.607	6.168	-0.193
2017-12-12/05:30:00	2017-12-12/05:40:00	162.168	-3.988	1.443	-4.438
2017-12-12/06:45:00	2017-12-12/06:55:00	184.593	-3.223	-0.36	-4.615
2017-12-12/15:50:00	2017-12-12/16:00:00	88.331	-6.067	4.508	0.147
2017-12-12/16:20:00	2017-12-12/16:30:00	62.565	-4.588	5.2	2.722
2017-12-12/17:15:00	2017-12-12/17:25:00	161.153	-3.435	1.693	-5.187
2017-12-12/18:05:00	2017-12-12/18:15:00	212.809	0.655	-4.428	-6.903
2017-12-12/18:45:00	2017-12-12/18:55:00	123.951	-6.373	4.132	-2.852
2017-12-12/19:55:00	2017-12-12/20:05:00	119.659	-5.813	4.772	-2.703
2017-12-12/20:25:00	2017-12-12/20:35:00	102.908	-4.688	5.843	-1.265
2017-12-12/21:30:00	2017-12-12/21:40:00	81.591	-6.565	3.617	0.53
2017-12-12/22:15:00	2017-12-12/22:25:00	69.228	-4.798	4.558	1.743
2017-12-12/22:45:00	2017-12-12/22:55:00	70.131	-3.89	5.685	2.052
2017-12-12/23:15:00	2017-12-12/23:25:00	53.262	-3.468	4.917	3.653
2017-12-12/23:45:00	2017-12-12/23:55:00	27.955	-2.997	2.927	5.505
2017-12-13/01:55:00	2017-12-13/02:05:00	9.664	-3.755	0.633	4.183
2017-12-13/03:55:00	2017-12-13/04:05:00	303.574	-3.102	-2.897	1.928
2017-12-13/06:05:00	2017-12-13/06:15:00	66.18	-3.165	2.55	1.168
2017-12-13/09:00:00	2017-12-13/09:10:00	333.214	-1.008	-2.435	4.815
2017-12-13/11:30:00	2017-12-13/11:40:00	100.172	0.278	5.257	-0.943
2017-12-13/12:00:00	2017-12-13/12:10:00	115.453	1.048	4.805	-2.253
2017-12-13/13:15:00	2017-12-13/13:25:00	126.503	0.017	3.785	-2.877
2017-12-14/08:00:00	2017-12-14/08:10:00	73.567	-3.097	2.677	0.803
2017-12-14/09:45:00	2017-12-14/09:55:00	108.671	-2.313	2.662	-0.84
2017-12-14/10:25:00	2017-12-14/10:35:00	111.491	-1.97	3.215	-1.248
2017-12-14/11:45:00	2017-12-14/11:55:00	81.821	-3.448	2.047	0.3
2017-12-14/12:25:00	2017-12-14/12:35:00	62.767	-3.04	2.253	1.202
2017-12-14/12:55:00	2017-12-14/13:05:00	55.793	-3.195	1.912	1.308
2017-12-14/14:00:00	2017-12-14/14:10:00	31.215	-2.125	1.627	2.715
2017-12-14/14:30:00	2017-12-14/14:40:00	31.528	-2.747	1.332	2.168
2017-12-14/15:00:00	2017-12-14/15:10:00	39.485	-3.118	1.337	1.652
2017-12-14/15:35:00	2017-12-14/15:45:00	37.686	-2.933	1.057	1.372
2017-12-14/17:20:00	2017-12-14/17:30:00	164.255	-2.827	0.423	-1.402
2017-12-14/18:05:00	2017-12-14/18:15:00	129.217	-2.457	1.492	-1.248
2017-12-14/19:55:00	2017-12-14/20:05:00	50.991	-1.418	2.328	1.873
2017-12-14/22:20:00	2017-12-14/22:30:00	74.056	-0.512	3.53	1.002
2017-12-14/22:50:00	2017-12-14/23:00:00	84.877	-3.055	2.543	0.257
2017-12-14/23:20:00	2017-12-14/23:30:00	84.543	-3.202	2.567	0.245
2017-12-15/00:15:00	2017-12-15/00:25:00	76.499	-2.25	3.128	0.752
2017-12-15/00:45:00	2017-12-15/00:55:00	80.763	-1.462	3.515	0.567
2017-12-15/01:40:00	2017-12-15/01:50:00	52.196	-2.568	2.502	1.925
2017-12-15/02:30:00	2017-12-15/02:40:00	91.843	-1.537	3.02	-0.135
2017-12-15/04:10:00	2017-12-15/04:20:00	68.234	-1.612	3.162	1.263
2017-12-15/04:55:00	2017-12-15/05:05:00	73.851	-2.885	2.685	0.743
2017-12-15/05:25:00	2017-12-15/05:35:00	73.915	-1.697	3.268	0.84
2017-12-15/05:55:00	2017-12-15/06:05:00	99.54	-1.635	3.512	-0.595
2017-12-15/16:30:00	2017-12-15/16:40:00	297.646	1.042	-3.452	1.817
2017-12-15/23:30:00	2017-12-15/23:40:00	54.428	-2.735	2.605	1.862
2017-12-16/00:35:00	2017-12-16/00:45:00	13.507	-3.398	0.655	2.643
2017-12-16/01:30:00	2017-12-16/01:40:00	12.788	-3.608	0.452	2.032
2017-12-16/02:30:00	2017-12-16/02:40:00	14.093	-3.308	0.683	2.795
2017-12-16/04:20:00	2017-12-16/04:30:00	46.594	-2.86	2.252	2.142
2017-12-16/04:50:00	2017-12-16/05:00:00	50.347	-2.878	2.383	1.963
2017-12-16/06:30:00	2017-12-16/06:40:00	62.766	-3.407	1.637	0.848
2017-12-16/08:30:00	2017-12-16/08:40:00	60.355	-1.99	2.632	1.498
2017-12-17/05:15:00	2017-12-17/05:25:00	156.723	-2.797	3.682	-8.615
2017-12-17/10:35:00	2017-12-17/10:45:00	93.132	-8.805	7.418	-0.572
2017-12-17/13:10:00	2017-12-17/13:20:00	90.074	-6.422	5.613	-0.053
2017-12-17/23:25:00	2017-12-17/23:35:00	104.857	-3.695	5.748	-1.547
2017-12-17/23:55:00	2017-12-18/00:05:00	94.334	-4.928	5.755	-0.427
2017-12-18/00:35:00	2017-12-18/00:45:00	65.319	-7.055	2.672	1.162
2017-12-18/07:35:00	2017-12-18/07:45:00	107.797	4.105	8.142	-2.612
2017-12-18/16:10:00	2017-12-18/16:20:00	215.488	-3.308	-0.835	-1.168
2017-12-18/18:25:00	2017-12-18/18:35:00	60.695	-3.537	2.807	1.577
2017-12-18/19:05:00	2017-12-18/19:15:00	64.824	-3.283	3.192	1.422
2017-12-18/20:30:00	2017-12-18/20:40:00	297.437	-4.62	-3.443	1.77
2017-12-19/00:30:00	2017-12-19/00:40:00	69.545	1.548	4.303	1.603
2017-12-19/01:15:00	2017-12-19/01:25:00	63.23	0.05	5.687	2.873
2017-12-19/01:45:00	2017-12-19/01:55:00	61.831	-0.465	5.612	3.007
2017-12-19/23:30:00	2017-12-19/23:40:00	128.086	-2.665	2.037	-1.583
2017-12-20/00:25:00	2017-12-20/00:35:00	102.332	-0.542	3.373	-0.717
2017-12-20/13:00:00	2017-12-20/13:10:00	83.882	0.845	3.442	0.372
2017-12-20/21:10:00	2017-12-20/21:20:00	76.383	-2.223	3.09	0.763
2017-12-21/03:05:00	2017-12-21/03:15:00	78.41	-0.98	2.137	0.443
2017-12-21/05:05:00	2017-12-21/05:15:00	133.682	1.22	1.982	-1.878
2017-12-21/08:15:00	2017-12-21/08:25:00	88.847	4.13	2.092	0.037
2017-12-21/08:45:00	2017-12-21/08:55:00	96.869	4.113	1.785	-0.225
2017-12-21/09:40:00	2017-12-21/09:50:00	111.694	4.395	1.408	-0.567
2017-12-21/11:45:00	2017-12-21/11:55:00	111.682	4.09	1.558	-0.6
2017-12-21/12:15:00	2017-12-21/12:25:00	125.807	4.348	1.073	-0.793
2017-12-21/13:55:00	2017-12-21/14:05:00	98.088	3.87	1.795	-0.233
2017-12-21/18:00:00	2017-12-21/18:10:00	13.83	-0.01	0.585	2.338
2017-12-21/21:30:00	2017-12-21/21:40:00	49.552	-2.688	1.835	1.57
2017-12-21/22:55:00	2017-12-21/23:05:00	38.421	-2.06	1.945	2.452
2017-12-21/23:55:00	2017-12-22/00:05:00	35.411	-2.822	1.373	1.922
2017-12-22/19:15:00	2017-12-22/19:25:00	65.676	0.077	3.917	1.773
2017-12-22/20:15:00	2017-12-22/20:25:00	65.36	-0.258	3.472	1.595
2017-12-22/20:45:00	2017-12-22/20:55:00	76.196	-0.617	3.738	0.92
2017-12-22/21:30:00	2017-12-22/21:40:00	119.389	-1.03	3.122	-1.75
2017-12-22/22:25:00	2017-12-22/22:35:00	52.22	-1.812	2.947	2.278
2017-12-22/23:30:00	2017-12-22/23:40:00	97.187	-2.312	3.443	-0.437
2017-12-23/00:55:00	2017-12-23/01:05:00	260.185	1.948	-4.462	-0.765
2017-12-23/02:50:00	2017-12-23/03:00:00	211.013	3.02	-1.807	-2.943
2017-12-23/04:55:00	2017-12-23/05:05:00	206.195	1.245	-2.235	-4.552
2017-12-23/23:30:00	2017-12-23/23:40:00	305.294	0.395	-6.032	4.275
2017-12-24/03:40:00	2017-12-24/03:50:00	303.691	4.31	-5.465	3.615
2017-12-24/05:45:00	2017-12-24/05:55:00	316.64	1.533	-6.208	6.565
2017-12-24/13:10:00	2017-12-24/13:20:00	303.446	5.21	-7.125	4.767
2017-12-24/15:30:00	2017-12-24/15:40:00	327.422	5.487	-3.8	5.955
2017-12-24/16:50:00	2017-12-24/17:00:00	354.98	-1.108	-0.935	10.688
2017-12-24/17:40:00	2017-12-24/17:50:00	283.632	7.042	-6.135	1.62
2017-12-24/18:10:00	2017-12-24/18:20:00	275.177	7.432	-6.083	0.54
2017-12-24/18:40:00	2017-12-24/18:50:00	264.148	7.15	-6.672	-0.682
2017-12-25/14:40:00	2017-12-25/14:50:00	260.237	4.918	-5.425	-0.928
2017-12-25/15:10:00	2017-12-25/15:20:00	252.343	5.085	-5.24	-1.673
2017-12-25/15:40:00	2017-12-25/15:50:00	252.994	4.737	-5.278	-1.617
2017-12-25/16:10:00	2017-12-25/16:20:00	232.316	5.963	-3.745	-2.893
2017-12-25/16:40:00	2017-12-25/16:50:00	217.913	5.627	-3.16	-4.058
2017-12-25/20:45:00	2017-12-25/20:55:00	222.338	6.763	-3.148	-3.443
2017-12-25/23:20:00	2017-12-25/23:30:00	205.042	5.812	-2.427	-5.062
2017-12-26/00:50:00	2017-12-26/01:00:00	210.724	5.362	-2.497	-4.073
2017-12-26/01:20:00	2017-12-26/01:30:00	209.986	5.54	-2.2	-3.807
2017-12-26/01:50:00	2017-12-26/02:00:00	217.102	5.768	-2.32	-3.003
2017-12-26/02:20:00	2017-12-26/02:30:00	216.126	5.812	-1.955	-2.68
2017-12-26/02:55:00	2017-12-26/03:05:00	240.553	5.928	-2.672	-1.517
2017-12-26/03:25:00	2017-12-26/03:35:00	213.903	5.82	-1.725	-2.632
2017-12-26/04:20:00	2017-12-26/04:30:00	204.024	5.593	-1.178	-2.652
2017-12-26/04:50:00	2017-12-26/05:00:00	230.277	5.35	-2.26	-1.888
2017-12-26/07:10:00	2017-12-26/07:20:00	268.868	5.472	-2.658	0.012
2017-12-26/07:40:00	2017-12-26/07:50:00	265.026	5.372	-3.022	-0.295
2017-12-26/09:00:00	2017-12-26/09:10:00	264.321	5.202	-1.887	-0.177
2017-12-26/10:10:00	2017-12-26/10:20:00	226.184	4.735	-1.923	-2.023
2017-12-26/11:35:00	2017-12-26/11:45:00	295.145	3.955	-4.3	2.007
2017-12-26/12:05:00	2017-12-26/12:15:00	294.23	3.963	-4.037	1.817
2017-12-27/01:05:00	2017-12-27/01:15:00	210.458	-2.725	-0.745	-1.24
2017-12-27/12:05:00	2017-12-27/12:15:00	268.483	3.143	-3.195	-0.178
2017-12-27/13:00:00	2017-12-27/13:10:00	253.582	2.228	-3.947	-1.168
2017-12-27/13:35:00	2017-12-27/13:45:00	265.831	3.098	-3.147	-0.255
2017-12-27/15:15:00	2017-12-27/15:25:00	243.997	-1.798	-4.807	-2.343
2017-12-28/14:25:00	2017-12-28/14:35:00	266.025	0.4	-5.105	-0.357
2017-12-28/16:10:00	2017-12-28/16:20:00	271.846	-3.03	-3.247	0.012
2017-12-28/17:05:00	2017-12-28/17:15:00	261.074	3.232	-2.663	-0.382
2017-12-28/19:40:00	2017-12-28/19:50:00	256.375	0.522	-4.082	-0.975
2017-12-28/20:15:00	2017-12-28/20:25:00	195.576	2.378	-0.78	-2.833
2017-12-28/21:05:00	2017-12-28/21:15:00	227.225	3.015	-2.815	-2.623
2017-12-28/21:55:00	2017-12-28/22:05:00	266.252	2.553	-4.507	-0.287
2017-12-29/01:10:00	2017-12-29/01:20:00	259.241	3.393	-2.213	-0.43
2017-12-29/01:40:00	2017-12-29/01:50:00	257.423	3.39	-2.125	-0.488
2017-12-29/03:30:00	2017-12-29/03:40:00	256.508	1.702	-3.285	-0.812
2017-12-29/04:00:00	2017-12-29/04:10:00	249.772	0.665	-3.712	-1.37
2017-12-29/04:30:00	2017-12-29/04:40:00	251.874	1.738	-3.392	-1.108
2017-12-29/06:00:00	2017-12-29/06:10:00	274.981	2.422	-3.293	0.288
2017-12-29/06:30:00	2017-12-29/06:40:00	286.901	1.767	-3.617	1.103
2017-12-29/08:05:00	2017-12-29/08:15:00	281.308	2.723	-3.362	0.658
2017-12-29/14:05:00	2017-12-29/14:15:00	242.05	-1.428	-4.022	-2.14
2017-12-29/15:35:00	2017-12-29/15:45:00	269.354	3.835	-1.933	-0.087
2017-12-29/19:00:00	2017-12-29/19:10:00	266.169	1.718	-3.423	-0.353
2017-12-29/19:40:00	2017-12-29/19:50:00	252.852	1.703	-2.505	-0.847
2017-12-29/21:25:00	2017-12-29/21:35:00	281.799	3.513	-1.785	0.34
2017-12-29/22:20:00	2017-12-29/22:30:00	333.941	4.105	-0.583	1.15
2017-12-30/00:20:00	2017-12-30/00:30:00	237.767	1.893	-3.012	-1.923
2017-12-30/03:40:00	2017-12-30/03:50:00	265.27	4.058	-2.375	-0.128
2017-12-30/04:15:00	2017-12-30/04:25:00	275.013	3.607	-3.002	0.275
2017-12-30/04:45:00	2017-12-30/04:55:00	278.981	3.098	-3.785	0.6
2017-12-30/05:15:00	2017-12-30/05:25:00	284.276	3.55	-3.392	0.812
2017-12-30/05:45:00	2017-12-30/05:55:00	300.022	4.433	-2.29	1.242
2017-12-30/07:20:00	2017-12-30/07:30:00	291.36	3.873	-2.978	1.147
2017-12-30/08:05:00	2017-12-30/08:15:00	331.493	5.037	-1.098	1.982
2017-12-31/06:10:00	2017-12-31/06:20:00	303.955	3.933	-1.658	1.122
2017-12-31/10:40:00	2017-12-31/10:50:00	275.044	3.155	-2.567	0.175
2017-12-31/11:25:00	2017-12-31/11:35:00	287.513	2.735	-3.507	1.103
2017-12-31/11:55:00	2017-12-31/12:05:00	284.259	3.455	-2.863	0.75
2017-12-31/12:45:00	2017-12-31/12:55:00	284.029	3.915	-2.295	0.595
2017-12-31/13:15:00	2017-12-31/13:25:00	308.453	3.815	-1.633	1.325
2017-12-31/13:55:00	2017-12-31/14:05:00	260.653	3.317	-2.567	-0.432
2017-12-31/14:55:00	2017-12-31/15:05:00	241.184	3.695	-2.657	-1.498
2017-12-31/20:50:00	2017-12-31/21:00:00	118.161	-3.597	7.248	-3.89
2018-01-01/02:35:00	2018-01-01/02:45:00	94.628	-0.935	9.877	-0.812
2018-01-01/09:55:00	2018-01-01/10:05:00	79.285	-5.228	5.567	1.065
2018-01-01/11:15:00	2018-01-01/11:25:00	94.053	-6.09	3.272	-0.232
2018-01-01/12:05:00	2018-01-01/12:15:00	110.442	-3.6	4.927	-1.83
2018-01-01/12:55:00	2018-01-01/13:05:00	111.757	-4.015	4.543	-1.948
2018-01-01/13:25:00	2018-01-01/13:35:00	123.09	-3.942	4.307	-2.79
2018-01-01/13:55:00	2018-01-01/14:05:00	122.209	-3.893	4.432	-2.793
2018-01-01/14:25:00	2018-01-01/14:35:00	107.347	-4.727	4.25	-1.348
2018-01-01/19:00:00	2018-01-01/19:10:00	82.666	-4.187	3.363	0.515
2018-01-01/19:50:00	2018-01-01/20:00:00	107.23	-1.112	4.31	-1.363
2018-01-01/20:30:00	2018-01-01/20:40:00	79.862	0.288	4.908	0.87
2018-01-01/21:00:00	2018-01-01/21:10:00	82.005	0.077	4.997	0.702
2018-01-01/21:45:00	2018-01-01/21:55:00	121.064	3.268	3.643	-2.223
2018-01-01/22:30:00	2018-01-01/22:40:00	74.687	1.907	4.12	1.132
2018-01-03/01:45:00	2018-01-03/01:55:00	63.408	-1.015	3.39	1.692
2018-01-03/06:45:00	2018-01-03/06:55:00	82.134	-2.823	2.395	0.32
2018-01-03/09:15:00	2018-01-03/09:25:00	77.737	-2.973	5.045	1.103
2018-01-03/09:55:00	2018-01-03/10:05:00	64.265	-3.392	3.23	1.492
2018-01-03/12:00:00	2018-01-03/12:10:00	346.292	-4.01	-0.593	2.427
2018-01-03/12:30:00	2018-01-03/12:40:00	320.221	-3.562	-1.698	1.898
2018-01-03/16:40:00	2018-01-03/16:50:00	337.327	-2.8	-0.843	2.122
2018-01-03/20:15:00	2018-01-03/20:25:00	285.716	-2.385	-2.838	0.783
2018-01-03/21:05:00	2018-01-03/21:15:00	292.621	-2.867	-2.7	1.157
2018-01-03/21:45:00	2018-01-03/21:55:00	310.323	-3.043	-1.967	1.598
2018-01-03/22:15:00	2018-01-03/22:25:00	313.071	-3.693	-1.532	1.428
2018-01-03/23:15:00	2018-01-03/23:25:00	118.02	-2.15	2.38	-1.292
2018-01-04/05:00:00	2018-01-04/05:10:00	145.175	2.88	1.9	-2.702
2018-01-04/07:35:00	2018-01-04/07:45:00	84.247	-1.418	3.26	0.307
2018-01-04/08:40:00	2018-01-04/08:50:00	85.058	-1.968	2.153	0.227
2018-01-04/09:10:00	2018-01-04/09:20:00	98.136	-2.188	2.467	-0.348
2018-01-04/09:45:00	2018-01-04/09:55:00	101.549	-2.868	1.968	-0.373
2018-01-04/10:15:00	2018-01-04/10:25:00	114.359	-2.427	2.345	-1.08
2018-01-04/10:45:00	2018-01-04/10:55:00	92.611	-3.017	2.165	-0.065
2018-01-04/11:15:00	2018-01-04/11:25:00	91.0	-3.053	2.298	-0.037
2018-01-04/11:45:00	2018-01-04/11:55:00	125.386	-2.915	1.808	-1.292
2018-01-04/19:00:00	2018-01-04/19:10:00	154.018	1.288	1.307	-2.647
2018-01-04/19:30:00	2018-01-04/19:40:00	146.082	0.592	1.763	-2.617
2018-01-04/20:55:00	2018-01-04/21:05:00	125.024	-1.125	2.518	-1.773
2018-01-05/02:20:00	2018-01-05/02:30:00	112.579	0.575	3.622	-1.518
2018-01-06/05:40:00	2018-01-06/05:50:00	236.026	1.167	-2.93	-1.993
2018-01-06/06:20:00	2018-01-06/06:30:00	236.401	1.423	-2.843	-1.885
